_id,long,lat,in_segments
367512698,106.59524,10.7597736,no
5366253652,106.669418,10.770644,no
2654659586,106.710522,10.8162009,no
2893838370,106.6980916,10.7732961,no
367452792,106.5594137,10.7485187,no
5762724131,106.7757288,10.8763293,no
5748436248,106.6081735,10.8693188,no
2689375523,106.6919699,10.7767779,no
2937886894,106.7953027,10.8728794,no
5635707618,106.722457,10.831414,no
4614253300,106.645252,10.7291252,no
2939348685,106.7980235,10.8643888,no
5635908974,106.7302021,10.8399964,no
2074325825,106.6773893,10.8245803,no
5740741279,106.7557865,10.7893371,no
5737942905,106.5976864,10.8054643,no
4110092399,106.7059534,10.7808953,no
5633800468,106.7202355,10.8292835,no
5755363311,106.6475867,10.879006,no
5627165305,106.7725081,10.8486271,no
367067260,106.7147213,10.7799718,no
367725703,106.8394483,10.8378634,no
4684758992,106.7236943,10.8865562,no
2964110802,106.7610908,10.8519572,no
367234396,106.6810785,10.7435113,no
2228512346,106.584976,10.6879968,no
5627703660,106.7164847,10.8247399,no
5811633295,106.617384,10.75499,no
5811552459,106.625568,10.7516414,no
3658429147,106.6333953,10.8087559,no
5776272278,106.7107851,10.7948144,no
366457606,106.7678268,10.8533969,no
2939348675,106.795168,10.864639,no
5755653969,106.6464543,10.8043525,no
2332695633,106.7093897,10.7352664,no
366389917,106.6357419,10.8208997,no
5748495579,106.6135746,10.8872048,no
4936959415,106.7268493,10.8717422,no
5627402521,106.7700646,10.8492897,no
367522456,106.6905386,10.8343313,no
4903049293,106.6811128,10.8273321,no
5195344930,106.733509,10.7893585,no
5786407246,106.6836705,10.8171183,no
5635276534,106.7278159,10.8446305,no
5724654577,106.6402477,10.8391148,no
5353181775,106.7911166,10.8470204,no
5735829354,106.8585232,10.7782471,no
5755070433,106.6098744,10.8537983,no
6032513567,106.7363271,10.8226681,no
366434848,106.7690701,10.8658242,no
4813074164,106.6236066,10.7132637,no
4778059270,106.7272883,10.8663179,no
3110866700,106.7825787,10.8407743,no
5627492987,106.7699923,10.8461466,no
5767420504,106.6140988,10.790976,no
5627331222,106.7657207,10.8402256,no
5627387138,106.7644833,10.843917,no
4122642127,106.777938,10.7577094,no
5633213884,106.7289335,10.8318094,no
4523537390,106.6938626,10.7807511,no
3663990144,106.644004,10.7057824,no
5742002991,106.8039637,10.8289556,no
5635585529,106.7270009,10.8483786,no
367307570,106.7000328,10.6963937,no
5633192320,106.7322964,10.8359186,no
4611423504,106.6856332,10.7661896,no
5627125015,106.7620765,10.8463421,no
5633453884,106.7149418,10.8277629,no
4995162602,106.6089906,10.7243986,no
5753383606,106.6466525,10.8408116,no
3138810250,106.6469,10.8815079,no
4943487575,106.6373517,10.7466983,no
5777090880,106.715094,10.792095,no
367536868,106.7194514,10.763596,no
4315295129,106.6810946,10.7573726,no
5635159244,106.7287994,10.8378245,no
3344095661,106.6303254,10.8722984,no
5635173296,106.7330787,10.8433156,no
5633579214,106.7164125,10.834247,no
1771088868,106.7053608,10.7865765,no
5811547476,106.7254132,10.7173381,no
5785399160,106.5953599,10.7612425,no
2654659563,106.7097996,10.8162142,no
2394608731,106.6026946,10.818393,no
4809320877,106.7805697,10.8830226,no
5762601979,106.7533994,10.8732725,no
5627572125,106.7248346,10.8351961,no
2039448601,106.7018686,10.7871505,no
5423964223,106.6539026,10.7508652,no
5627530405,106.7175711,10.822026,no
5780725201,106.7048514,10.7426555,no
5633626048,106.7245288,10.8320762,no
5771983579,106.6913465,10.856804,no
3227642096,106.6645693,10.7865662,no
5782012064,106.6918474,10.8177426,no
5778452739,106.7118493,10.7541501,no
367259304,106.7064606,10.7186199,no
5633802583,106.7256922,10.8397385,no
5598916789,106.6680072,10.773927,no
3395192909,106.8276522,10.8452109,no
3391052366,106.8201954,10.8533583,no
5742420566,106.7767929,10.7899983,no
729604969,106.6406929,10.7546915,no
2153453662,106.7392134,10.7664419,no
367343114,106.6524925,10.7117442,no
2026783610,106.7054737,10.759104,no
5635975646,106.7273405,10.8388265,no
5893981951,106.6427764,10.830843,no
5753334120,106.7846444,10.8410642,no
1833102022,106.7453776,10.7791856,no
5740111231,106.5998751,10.8783246,no
1694204694,106.6869498,10.8137367,no
1987338604,106.6925236,10.7575128,no
5627635274,106.7183466,10.8245066,no
5627094868,106.7648278,10.8477262,no
5013282251,106.5985935,10.7611442,no
5627702863,106.7162377,10.8235256,no
5635276940,106.7269241,10.8459855,no
367752536,106.5890842,10.7074667,no
2036251779,106.7080322,10.7809029,no
5750511768,106.7334706,10.8389883,no
367719731,106.8044082,10.7781016,no
