level,max_velocity,name,type,id,lat,lon,tags.highway,tags.railway,tags.traffic_signals,tags.barrier,tags.junction,tags.name,tags.note,tags.addr:street,tags.addr:housenumber,tags.operator,tags.name:vi,tags.access,nodes,tags.addr:city,tags.addr:district,tags.name:en,tags.ref,tags.addr:subdistrict,tags.service,tags.oneway,tags.old_name,tags.surface,tags.name:zh,tags.maxspeed,tags.foot,tags.bicycle,tags.layer,tags.bridge_name,tags.bridge_name:en,tags.bridge,tags.motorcar,tags.motorcycle:oneway,tags.bicycle:oneway,tags.horse,tags.lanes,tags.motorroad,tags.construction,tags.int_ref,tags.alt_name,tags.amenity,tags.crossing,tags.oneway:bicycle,tags.oneway:motorcar,tags.oneway:motorcycle,tags.motorcycle,tags.cycleway,members,tags.hour_off,tags.hour_on,tags.type,tags.except,tags.restriction,tags.network,tags.public_transport,tags.bench,tags.shelter,tags.building,tags.bridge:name,tags.bridge:name:en,tags.int_name,tags.lit,tags.motor_vehicle,tags.tourism,tags.car,tags.hgv,tags.area,tags.tactile_paving,tags.crossing_ref,tags.source,tags.name:de,tags.bus,tags.ski,tags.snowmobile,tags.wheelchair,tags.entrance,tags.religion,tags.name:ru,tags.noexit,tags.cuisine,tags.diet:vegetarian,tags.diet:vegan,tags.sidewalk,tags.motorcar:backward,tags.old_name:vi,tags.old_name:fr,tags.shop,tags.leisure,tags.name:vi-hani,tags.old_name:zh,tags.addr:province,tags.old_name:en,tags.addr:housename,tags.addr:postcode,tags.highway_1,tags.name:es,tags.width,tags.supervised,tags.name:pt,tags.description,tags.source:maxspeed,tags.fee,tags.parking,tags.tunnel,tags.proposed,tags.button_operated,tags.traffic_signals:sound,tags.level,tags.bicycle:forward,tags.ele,tags.addr:street:name,tags.maxheight,tags.stop,tags.minspeed,tags.maxweight,tags.phone,tags.website,tags.name:ja,tags.name:th,tags.fixme,tags.lay,tags.addr:place,tags.information,tags.ferry,tags.covered,tags.motorcar:forward,tags.footway
3,40.0,Hải Thượng Lãn Ông,secondary,1367,,,secondary,,,,,Hải Thượng Lãn Ông,,,,,,,"[1996655545, 5462393775, 4608979341, 366434468, 4608981230, 1996654131, 4608981227, 4608979336, 4608981228, 366412646, 4608981229, 1996655330, 1996655065, 1996654515, 366447019, 4609551766, 1996654114, 366399303, 1996745772, 1996654237, 366390159, 1996655096, 4609022571, 5814325565, 4609529066]",,,,,,,yes,,asphalt,,40,yes,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40.0,Hải Thượng Lãn Ông,secondary,1368,,,secondary,,,,,Hải Thượng Lãn Ông,,,,,,,"[4609022572, 1996653942, 1996655850, 1996654128, 1996655288, 1996655551, 4589132515, 1996654109, 4608979339, 1996655738, 4609551765, 1996654617, 1996655779, 1996654859, 4608979337, 1996655291, 1996655000, 4608981231, 4608979338, 1996655296, 1996745613, 5674570711, 5462393780, 1996654802]",,,,,,,yes,,asphalt,,40,yes,yes,,,,,,,,no,3,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,secondary_link,1369,,,secondary_link,,,,,,,,,,,,"[4609529066, 4609022572]",,,,,,,yes,,,,,yes,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40.0,Vạn Kiếp,secondary,1370,,,secondary,,,,,Vạn Kiếp,,,,,,,"[366434468, 4609087192, 366450760]",,,,,,,yes,,asphalt,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Nguyễn Thị Nghĩa,primary,1371,,,primary,,,,,Nguyễn Thị Nghĩa,,,,,,,"[4609314795, 4609314797, 4609314796]",,,Nguyen Thi Nghia Street,,,,yes,,,阮氏义街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,50.0,Võ Văn Kiệt,primary,1372,,,primary,,,,,Võ Văn Kiệt,,,,,,,"[2358137400, 2358137428, 2358137411, 2358137415, 2358137386, 2358137406, 2358137424, 2358137402, 2358137383, 2358137410, 2358137414, 2358137416, 5813867127, 2358137394, 2358137395, 2358137413, 2358142172, 2358137375, 2359660071, 2358137398, 2358137388, 2358137399, 2358137401, 2358137404, 5813835564, 2358142171, 2358142173, 5813835562, 2358137426, 2358137377, 2358137384, 2358137371, 2358137373, 2358137381, 2358137391, 5462422206, 2358137385, 5813779756, 2358137412, 2359646390, 2358137372, 2358137389, 2358137418, 2358137422, 2358137420, 2358141240, 2358137376, 3338019281, 2358137407, 2358137374, 2358140873, 2358137408, 2358137378, 2358137397, 2358137425, 2358137370, 2358137396, 2358137421, 2358137403, 2358137427, 2358137419, 2358137379, 2358137382, 5781158294, 2358137417, 4594765211, 2358140553, 2358137423, 5781158297]",,,,,,,yes,,asphalt,,50,no,yes,,,,,no,,,no,1,,,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Nguyễn Tri Phương,primary,1373,,,primary,,,,,Nguyễn Tri Phương,,,,,,,"[1996654153, 1996655091, 366411464, 5817380553, 5817378552, 5817378551]",,,,,,,yes,,,,,no,no,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3 Tháng 2,primary,1374,,,primary,,,,,3 Tháng 2,,,,,,,"[4595643021, 4632018752, 6022344357, 4595642990, 4632009842]",,,3 Thang 2,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,secondary,1375,,,secondary,,,,,,,,,,,,"[4609544943, 4609356049]",,,,,,,yes,,,,,yes,yes,1,,,yes,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30.0,Trần Hưng Ðạo,secondary,1376,,,secondary,,,,,Trần Hưng Ðạo,,,,,,,"[4609877991, 5320970075, 4649999511, 4649967850, 4609802775, 4649953992, 4650010744, 5762780550, 5780886570, 5780886571, 5780886568, 5780886569, 5773191261, 5780886567, 4650003015, 5781023254, 4603729666, 4594506059, 411918668, 2032267468, 4603846870, 5811285127, 5795068449, 4613083209, 5806268214, 2032267494, 2032267197, 2032267140, 5806004712]",,,,,,,yes,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30.0,Trần Hưng Ðạo,secondary,1377,,,secondary,,,,,Trần Hưng Ðạo,,,,,,,"[5806004711, 4603798461, 4696682347, 4603817780, 4603817787, 4603826290, 4603826291, 4603826296, 5811285123, 4603835832, 4603846874, 4603846872, 5795188289, 4603846867, 5795068424, 5795068427, 5795188299, 4761168721, 4607050266, 5795188291, 4603720647, 5780886557, 5780886564, 2032267383]",,,,,,,yes,,asphalt,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,secondary,1378,,,secondary,,,,,,,,,,,,"[4609877991, 4609917916]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Nguyễn Cư Trinh,tertiary,1379,,,tertiary,,,,,Nguyễn Cư Trinh,,,,,,,"[4609969792, 5780842940, 5780842943, 4603731414, 411921169, 411918465, 5795068451, 4609473130, 4609522255, 411926194]",,,,,,,no,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Phạm Hồng Thái,tertiary,1380,,,tertiary,,,,,Phạm Hồng Thái,,,,,,,"[4666207256, 5444117924, 5444117925, 4605017322]",,,Pham Hong Thai Street,,,,yes,,,范鸿泰街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,primary,1381,,,primary,,,,roundabout,,,,,,,,"[4610625915, 4610625916, 4610625917, 4610625918, 4610625919, 4610625920, 4610621999, 4610622001, 4610625909, 4666207251, 4610625910, 4610625911, 4666207253, 4610625912, 5444117922, 5763168821, 4610625914, 4610622002, 5500064107, 4610622003, 5763168822, 4610622004, 4610622005, 5500064108, 4610649700, 4610625915]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,secondary,1382,,,secondary,,,,,,,,,,,,"[2616958835, 4666207251]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60.0,Võ Văn Kiệt,trunk,1383,,,trunk,,,,,Võ Văn Kiệt,,,,,,,"[4611587120, 2358165988, 4611587119, 678487853, 4611772184, 4583437513, 4611772889, 4613915240, 4583485485, 4611587105, 4611587104, 4611587106, 4611587110, 4611587107, 4611587116, 4611587111, 4609356024, 678487869, 4609253544, 678487886, 4609253542, 4609253538, 4609253537, 4609356057, 4609356056, 3181284830, 678487892, 925138129, 4609356053, 5814325568, 4621552215, 4621548458, 5814325566, 5816921535, 925138136, 3181284828, 678487903, 925138132, 4609356055, 2359660075, 4609356054, 678487909, 4609544939, 4609356038, 4609544940, 925113586, 4609356039, 706286217, 1996745826, 5817380553, 4609356099, 3181284826, 1996654523, 4609356035, 1996654393, 706286083, 4609356036, 706286033, 4609356071, 4609356033, 4609356032, 2327217355, 925113579, 925113594, 1996653972, 4611905374, 4611905371, 925113582, 706286126, 4671747214, 925113577, 4671747215, 706286129, 706286085, 706286194, 706286166, 706286001, 706286232, 706286107, 925138128, 706286065, 3181284824, 706286066, 706286016, 706286149, 4609356081, 706286111, 4609356080, 925138135, 1996745413, 2359660072, 3181281960, 706286219, 706286185, 1996745110, 2327219050, 706286035, 1996745738, 706286245, 1996745414, 706286247, 706286222, 5813835565, 1996745531, 706286089, 5813835563, 1996745859, 3181281958, 706286046, 1996745479, 706286170, 706286134, 5462422207, 706286238, 1996654906, 706286200, 1996655718, 1996745854, 706286206, 3761180034, 1996655278, 4419663830, 1996745861, 1767760204, 3338019284, 3181281956, 706286024, 706286242, 2358140872, 1996745348, 706286116, 706286072, 706286189, 1996745689, 3181281953, 706286156, 2358140554, 706286160, 706286120, 706286225, 3181281952, 1998504366, 706286229, 5781158295, 706286105, 5781158297, 1996655496]",,,,,,,yes,,asphalt,,60,no,no,,,,,designated,,,no,2,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Phạm Phú Thứ,tertiary,1384,,,tertiary,,,,,Phạm Phú Thứ,,,,,,,"[4611772186, 4202267059, 5001800522, 5764926146, 5001800317, 366377295, 5001800316, 5764989562, 4195285724, 4195285740, 2327210232]",Ho Chi Minh,6,Pham Phu Thu,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,tertiary,1385,,,tertiary,,,,roundabout,,,,,,,,"[4614008662, 4614008663, 4614008664, 4666242306, 4666242309, 4666242310, 4614008665, 4614008666, 4614008667, 4614008669, 4614007681, 4614007682, 4603755778, 4614008656, 4614008657, 4614008658, 4666242302, 4666242303, 4666242300, 4614008660, 4614008661, 4666242301, 4614007684, 4614008662]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,secondary,1386,,,secondary,,,,,,,,,,,,"[5890133164, 5813896034, 5890133160]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40.0,Châu Văn Liêm,secondary,1387,,,secondary,,,,,Châu Văn Liêm,,,,,,,"[4614188864, 5816921542, 4614188865]",,,,,,,yes,,asphalt,,40,yes,yes,,,,,,,,no,2,,,,,,,,,,,,,,,,,,,,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,secondary,1388,,,secondary,,,,,,,,,,,,"[4614188870, 4614188871, 4614188863, 4614188864, 4614188862]",,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40.0,Châu Văn Liêm,secondary,1389,,,secondary,,,,,Châu Văn Liêm,,,,,,,"[4614188870, 4614188869, 366419904, 4614188855, 5890133161]",,,Chau Van Liem Street,,,,yes,,,周文　政,40,yes,yes,,,,,no,,,no,,,,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40.0,Châu Văn Liêm,secondary,1390,,,secondary,,,,,Châu Văn Liêm,,,,,,,"[4614188863, 5813896033, 5813896032, 5890133159]",,,Chau Van Liem Street,,,,no,,asphalt,,40,no,no,,,,,designated,,,no,2,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,tertiary,1391,,,tertiary,,,,,,,,,,,,"[4617708124, 5813896033, 4614188869]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,tertiary,1392,,,tertiary,,,,,,,,,,,,"[5778381638, 5778381629, 366368264]",,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,tertiary,1393,,,tertiary,,,,,,,,,,,,"[4616029240, 4191281738, 4613947565]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Ngô Quyền,tertiary,1394,,,tertiary,,,,,Ngô Quyền,,,,,,,"[5802993761, 5802993728, 5802993727, 5816931420, 5816931384, 5816931419, 5816931143, 5816931144]",,,Ngo Quyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,tertiary,1395,,,tertiary,,,,,,,,,,,,"[5802993761, 5780574588, 4616051263, 5817284442, 5780574590]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,tertiary,1396,,,tertiary,,,,,,,,,,,,"[5780574590, 5780574589, 4616029241, 5802993761]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,primary,1397,,,primary,,,,,,,,,,,,"[4616029241, 5780574588]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,primary,1398,,,primary,,,,,,,,,,,,"[4616051263, 5780574589]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40.0,Ngô Gia Tự,tertiary,1399,,,tertiary,,,,,Ngô Gia Tự,,,,,,,"[5817284442, 5802993763, 4616051257, 4616051266, 4616051258]",,,,,,,no,,asphalt,,40,no,no,,,,,designated,,,no,2,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Ngô Gia Tự,tertiary,1400,,,tertiary,,,,,Ngô Gia Tự,,,,,,,"[4621933724, 4616051260, 5803395566, 5803394824, 4616051259, 5802993763]",,,,,,,yes,,asphalt,,,yes,yes,,,,,no,,,no,1,,,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Nguyễn Trãi,tertiary,1401,,,tertiary,,,,,Nguyễn Trãi,,,,,Nguyễn Trãi,,"[5813814365, 1996745296, 1996745496, 366429233, 366440116, 3160543549, 2309763576]",,,Nguyen Trai,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Nguyễn Trãi,tertiary,1402,,,tertiary,,,,,Nguyễn Trãi,,,,,,,"[2309763576, 5674570729, 5674570728, 366454699, 366416214, 5813858115, 4617708124]",,,Nguyen Trai,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,50.0,Võ Văn Kiệt,primary,1403,,,primary,,,,,Võ Văn Kiệt,,,,,,,"[2358165983, 2358166005, 4611587100]",,,,,,,yes,,asphalt,,50,yes,yes,,,,,,,,no,1,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Phổ Quang,tertiary,1404,,,tertiary,,,,,Phổ Quang,,,,,,,"[698217149, 4619358329, 4619358328, 4619358327, 366438848, 5725018642, 4619358333, 3167034798, 5755535166, 2214339206, 366471524, 5725018622, 5725018623, 2077773968, 5755535165, 5721685981, 5727024003, 5727024002, 5727024001, 366427287, 1404352952, 5721685979, 366383913, 3167034799, 1404352955, 5755535164, 2214355194, 366405748, 5727024000, 366404398, 2214355209, 5755430610, 5755430608, 5755535134, 712140218, 366454574, 1394527853, 368335509, 5873236320, 1394527852, 366451973, 3167034800, 701716345, 701716346, 2363989610, 4936461883, 701716347, 5820097393, 4936464069, 366463600, 366409374]",Ho Chi Minh,Tan Binh;Phu Nhuan,Pho Quang,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,secondary,1405,,,secondary,,,,,,,,,,,,"[4626959290, 5816921532, 5814325566]",,,,,,,yes,,,,,no,yes,,,,,no,,,no,,,,,,,,,,,designated,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,An Dương Vương,primary,1406,,,primary,,,,,An Dương Vương,,,,,An Dương Vương,,"[4621858728, 4631403302, 4621858729, 5805665984, 4640056766, 3151254798, 2300363368]",,Quan 5,An Duong Vuong Street,,,,yes,,,安阳王街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Nguyễn Cơ Thạch,primary,1407,,,primary,,,,,Nguyễn Cơ Thạch,,,,,,,"[4673278136, 4622811301, 4669863061, 4622811302, 4622811303, 4907667977, 4622811304, 4669863060, 4907667976, 4622811305, 4622811306, 4622811307, 2275303159]",,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Trần Bình Trọng,tertiary,1408,,,tertiary,,,,,Trần Bình Trọng,,,,,,,"[5780641549, 5598914636, 366418906, 4623159860, 5794913295, 4623159863, 5794913327, 5794928488, 1793489523, 5805831189, 5805831170, 4623110647]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Trần Bình Trọng,tertiary,1409,,,tertiary,,,,,Trần Bình Trọng,,,,,,,"[4623110645, 4623113263, 4623113264, 4315295141, 4315295125, 4623110649, 4623110646, 5805962764, 4623113265, 5805962762, 4631762591]",,,Tran Binh Trong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Trần Bình Trọng,tertiary,1410,,,tertiary,,,,,Trần Bình Trọng,,,,,,,"[4623110647, 5794854808, 5805962767, 4623110645]",,,Tran Binh Trong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Lê Lợi,tertiary,1411,,,tertiary,,,,,Lê Lợi,,,,,,,"[4600756852, 4649997168, 4634456202, 4610019123]",,,Le Loi Street,,,,yes,Rue Bonard,,黎利街,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rue Bonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60.0,Võ Chí Công,trunk,1412,,,trunk,,,,,Võ Chí Công,,,,,,,"[4625335671, 714480492, 714480447, 714480591, 1833100878]",,,,,,,yes,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,60.0,Võ Chí Công,primary,1413,,,primary,,,,,Võ Chí Công,,,,,,,"[4625335672, 2274992956, 4625335671]",,,,,,,yes,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_passage,,,,,,,,,,,,,,,,,,,,,,,
4,,,tertiary,1414,,,tertiary,,,,,,,,,,,,"[4629359725, 5778688814, 4627953644]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Lý Thường Kiệt,primary,1415,,,primary,,,,,Lý Thường Kiệt,,,,,,,"[2302073734, 5803147463, 5803147462, 5803147461]",,,Ly Thuong Kiet,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,primary_link,1416,,,primary_link,,,,,,,,,,,,"[4628241280, 4628241281]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Trần Phú,tertiary,1417,,,tertiary,,,,,Trần Phú,,,,,Trần Phú,,"[366466608, 5805665987, 5805665969, 5805665976, 4629021464]",,,Tran Phu Street,,,,,,,陈富街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Sư Van Hạnh,tertiary,1418,,,tertiary,,,,,Sư Van Hạnh,,,,,Sư Van Hạnh,,"[366450098, 5057828465, 3160542986, 5057828559, 5057828470, 5057828536, 5057828481, 5057828543, 366372448, 5057828560, 5057828582, 5057828587, 366412106]",Su Van Hanh,10,Su Van Hanh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,Ngô Gia Tự,secondary,1419,,,secondary,,,,,Ngô Gia Tự,,,,,,,"[366450098, 5057828557, 5057828549, 5045756505, 5057828532, 5045756509, 5057828518, 366390755, 5045756726, 366403042, 411919626]",,,Ngo Gia Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Sư Van Hạnh,tertiary,1420,,,tertiary,,,,,Sư Van Hạnh,,,,,,,"[4628932720, 5805637480, 3160542988, 5805637486, 5805637489, 5805637493, 5805637503, 5794883996, 366454289, 5788927097, 5794771169]",Hồ Chí Minh,5,Su Van Hanh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
