segment_id,s_node_id,e_node_id,length,max_velocity,street_level,street_name,segment_type,long_snode,lat_snode,long_enode,lat_enode,street_type,src,dst,edge_index
42955,5769575755,5769575754,0.022,40.0,4,Lê Văn Quới,tertiary,106.6213686,10.773652,106.6215672,10.7735866,tertiary,9879,9878,5233
42957,5769575442,5769575755,0.057,40.0,4,Lê Văn Quới,tertiary,106.6208749,10.7738231,106.6213686,10.773652,tertiary,9872,9879,5234
42965,3182335400,4582793591,0.041,40.0,4,Lê Văn Quới,tertiary,106.6191105,10.7744304,106.6194596,10.7742754,tertiary,5004,6425,5235
42969,4984435581,4984435570,0.038,40.0,4,Lê Văn Quới,tertiary,106.6185333,10.7745948,106.6188643,10.7744881,tertiary,7368,7366,5236
42973,5769603628,4582793594,0.039,40.0,4,Lê Văn Quới,tertiary,106.6180325,10.7747542,106.6183837,10.774676,tertiary,9883,6426,5237
42979,2622319209,4984435576,0.038,40.0,4,Lê Văn Quới,tertiary,106.6172896,10.7749958,106.6176222,10.7748915,tertiary,4179,7367,5238
42981,5769603624,2622319209,0.048,40.0,4,Lê Văn Quới,tertiary,106.6168677,10.7751411,106.6172896,10.7749958,tertiary,9880,4179,5239
42989,5769603625,5769603626,0.069,40.0,4,Lê Văn Quới,tertiary,106.6155767,10.7754707,106.6162016,10.7753512,tertiary,9881,9882,5240
42991,2350355501,5769603625,0.028,40.0,4,Lê Văn Quới,tertiary,106.6153141,10.7754884,106.6155767,10.7754707,tertiary,3678,9881,5241
42997,5769742298,5769742300,0.018,40.0,4,Lê Văn Quới,tertiary,106.6145672,10.7755373,106.6147297,10.7754996,tertiary,9884,9885,5242
43003,366367392,5769808548,0.032,40.0,4,Lê Văn Quới,tertiary,106.6140317,10.7757322,106.6143004,10.7756002,tertiary,0,9894,5243
43009,366450307,5769808542,0.008,40.0,4,Lê Văn Quới,tertiary,106.613481,10.776029,106.613547,10.7759934,tertiary,952,9893,5244
43017,5769809254,5075577116,0.045,40.0,4,Lê Văn Quới,tertiary,106.6123805,10.7762024,106.612791,10.7761379,tertiary,9895,7645,5245
43021,5075577364,366462081,0.066,40.0,4,Lê Văn Quới,tertiary,106.6117393,10.7762343,106.6123507,10.7762071,tertiary,7646,1086,5246
43023,366383709,5075577364,0.032,40.0,4,Lê Văn Quới,tertiary,106.6114393,10.7762477,106.6117393,10.7762343,tertiary,180,7646,5247
43027,4952170654,2622319136,0.107,40.0,4,Lê Văn Quới,tertiary,106.6103957,10.7762725,106.6113841,10.7762511,tertiary,7284,4178,5248
43029,5075577378,4952170654,0.04,40.0,4,Lê Văn Quới,tertiary,106.6100242,10.7762805,106.6103957,10.7762725,tertiary,7647,7284,5249
43031,4952170650,5075577378,0.008,40.0,4,Lê Văn Quới,tertiary,106.6099465,10.7762822,106.6100242,10.7762805,tertiary,7283,7647,5250
43033,3182335401,4952170650,0.06,40.0,4,Lê Văn Quới,tertiary,106.6093947,10.7762942,106.6099465,10.7762822,tertiary,5005,7283,5251
43037,366460919,4952170636,0.034,40.0,4,Lê Văn Quới,tertiary,106.6090134,10.7763006,106.6093332,10.7762952,tertiary,1073,7277,5252
43175,2631996940,2631996939,0.016,40.0,4,Trung Mỹ Tây 2A,unclassified,106.6123545,10.8471993,106.6124805,10.8472751,unclassified,4182,4181,5253
43255,1612118689,4122537314,0.184,40.0,3,Trần Văn Trà,secondary,106.8242605,10.7114263,106.8244606,10.7130752,secondary,2335,6197,5254
43257,4122537314,1612118626,0.04,40.0,3,Trần Văn Trà,secondary,106.8244606,10.7130752,106.8244759,10.7134383,secondary,6197,2332,5255
43263,4122537313,1612118722,0.034,40.0,3,Trần Văn Trà,secondary,106.8244419,10.7153627,106.8244851,10.7156698,secondary,6196,2337,5256
43265,1612118722,745746995,0.16,40.0,3,Trần Văn Trà,secondary,106.8244851,10.7156698,106.8248737,10.7170573,secondary,2337,2043,5257
43267,745746995,1612118717,0.041,40.0,3,Trần Văn Trà,secondary,106.8248737,10.7170573,106.8249391,10.7174257,secondary,2043,2336,5258
43271,5140843744,6150135438,0.162,40.0,3,Trần Văn Trà,secondary,106.8252035,10.7196467,106.8254233,10.7210904,secondary,7708,11283,5259
43273,6150135438,6150135433,0.221,40.0,3,Trần Văn Trà,secondary,106.8254233,10.7210904,106.8257234,10.7230616,secondary,11283,11282,5260
43275,6150135433,745747030,0.089,40.0,3,Trần Văn Trà,secondary,106.8257234,10.7230616,106.8258445,10.7238574,secondary,11282,2044,5261
43277,745747030,6150138983,0.104,40.0,3,Trần Văn Trà,secondary,106.8258445,10.7238574,106.826015,10.724781,secondary,2044,11284,5262
43279,6150138983,1861589221,0.105,40.0,3,Trần Văn Trà,secondary,106.826015,10.724781,106.8261873,10.7257142,secondary,11284,2469,5263
43281,1861589221,745747140,0.216,40.0,3,Trần Văn Trà,secondary,106.8261873,10.7257142,106.8267563,10.7275831,secondary,2469,2049,5264
43283,1588180672,5599264356,0.011,40.0,3,Tôn Đức Thắng,secondary,106.8475443,10.7154014,106.8476116,10.7154797,secondary,2287,8017,5265
43287,5599264355,5599264357,0.011,40.0,3,Tôn Đức Thắng,secondary,106.8476983,10.7155364,106.8477977,10.7155673,secondary,8016,8018,5266
43291,3704736578,3704736579,0.016,40.0,3,Tôn Đức Thắng,secondary,106.8622494,10.7189277,106.8623927,10.7189608,secondary,5494,5495,5267
43293,2256735446,2934764134,0.044,60.0,2,Nguyễn Văn Linh,primary,106.6953906,10.728806,106.6949806,10.7287779,primary,3370,4336,5268
43311,2661285212,2661285215,0.017,40.0,3,Quốc lộ 1A,secondary_link,106.6011619,10.8157593,106.6012493,10.8158913,secondary_link,4190,4191,5269
43324,3371932986,5468493452,0.048,40.0,4,Quốc lộ 1,tertiary,106.7655504,10.8732965,106.7651326,10.8734346,tertiary,5351,7960,5270
43326,5716917501,5724515851,0.045,40.0,4,Lê Đức Thọ,tertiary,106.680097,10.8385342,106.6803212,10.8381896,tertiary,8103,8183,5271
43328,5724515851,366418471,0.016,40.0,4,Lê Đức Thọ,tertiary,106.6803212,10.8381896,106.6803983,10.8380644,tertiary,8183,538,5272
43336,3182311229,5795232913,0.018,40.0,4,Lê Đức Thọ,tertiary,106.6806047,10.8375343,106.6806665,10.8373817,tertiary,5002,10789,5273
43337,5795232913,3182311229,0.018,40.0,4,Lê Đức Thọ,tertiary,106.6806665,10.8373817,106.6806047,10.8375343,tertiary,10789,5002,5274
43339,5751099904,5795232913,0.038,40.0,4,Lê Đức Thọ,tertiary,106.6807972,10.8370589,106.6806665,10.8373817,tertiary,8839,10789,5275
43340,5751099904,5940794282,0.051,40.0,4,Lê Đức Thọ,tertiary,106.6807972,10.8370589,106.680977,10.8366308,tertiary,8839,11201,5276
43342,5940794282,5751099885,0.003,40.0,4,Lê Đức Thọ,tertiary,106.680977,10.8366308,106.6809909,10.8365978,tertiary,11201,8838,5277
43346,3138809997,366446438,0.042,40.0,4,Lê Đức Thọ,tertiary,106.681036,10.8364976,106.6811281,10.8361241,tertiary,4687,895,5278
43368,366447385,4631526262,0.013,40.0,4,Lê Đức Thọ,tertiary,106.6820754,10.8336472,106.6821246,10.833537,tertiary,912,6810,5279
43369,4631526262,366447385,0.013,40.0,4,Lê Đức Thọ,tertiary,106.6821246,10.833537,106.6820754,10.8336472,tertiary,6810,912,5280
43378,366375217,4433902040,0.038,40.0,4,Lê Đức Thọ,tertiary,106.682563,10.8325304,106.6826621,10.8321936,tertiary,98,6286,5281
43380,366442751,366386087,0.069,40.0,4,Bưng Ông Thoàn,tertiary,106.7973612,10.8139216,106.7970824,10.8144883,tertiary,855,214,5282
43492,3335314147,1767203803,0.156,40.0,4,Cầu Calmette,tertiary,106.7007491,10.766049,106.6998985,10.7671805,tertiary,5155,2368,5283
43493,1767203799,2380787707,0.101,40.0,4,Cầu Calmette,tertiary,106.6998303,10.767124,106.7003906,10.7663918,tertiary,2367,3809,5284
43494,2380787707,1767909356,0.108,40.0,4,Cầu Calmette,tertiary,106.7003906,10.7663918,106.7010057,10.765631,tertiary,3809,2376,5285
43497,3335314145,2025938558,0.016,40.0,4,Cầu Calmette,tertiary,106.7012021,10.765385,106.7013083,10.7652772,tertiary,5154,2765,5286
43557,1497313021,366425815,0.011,40.0,4,Trần Não,tertiary,106.7294718,10.7989752,106.7295149,10.7988791,tertiary,2233,628,5287
43560,366381136,5418455040,0.025,40.0,4,Trần Não,tertiary,106.7296872,10.7986072,106.7298539,10.7984486,tertiary,147,7816,5288
43561,5418455040,366460803,0.029,40.0,4,Trần Não,tertiary,106.7298539,10.7984486,106.7300776,10.798298,tertiary,7816,1072,5289
43566,1497312985,5418455079,0.024,40.0,4,Trần Não,tertiary,106.7306201,10.7981765,106.7308427,10.7981486,tertiary,2227,7829,5290
43567,5418455079,366470973,0.021,40.0,4,Trần Não,tertiary,106.7308427,10.7981486,106.7310401,10.7981455,tertiary,7829,1190,5291
44172,1612118631,1612118726,0.245,40.0,3,Quách Thị Trang,secondary,106.8474689,10.7130085,106.8475357,10.7152188,secondary,2333,2338,5292
44174,1612118604,1612118631,0.071,40.0,3,Quách Thị Trang,secondary,106.8474569,10.7123667,106.8474689,10.7130085,secondary,2331,2333,5293
44176,1612118634,1612118604,0.125,40.0,3,Quách Thị Trang,secondary,106.8474767,10.7112387,106.8474569,10.7123667,secondary,2334,2331,5294
44178,4122537310,1612118634,0.134,40.0,3,Quách Thị Trang,secondary,106.8475247,10.7100286,106.8474767,10.7112387,secondary,6194,2334,5295
44180,4122537312,4122537310,0.049,40.0,3,Quách Thị Trang,secondary,106.8475424,10.7095831,106.8475247,10.7100286,secondary,6195,6194,5296
44186,1605285358,1605285891,0.31,40.0,3,Quách Thị Trang,secondary,106.8475904,10.7059,106.8475454,10.7086939,secondary,2314,2315,5297
44188,2592302003,1605285358,0.155,40.0,3,Quách Thị Trang,secondary,106.847625,10.7044998,106.8475904,10.7059,secondary,4142,2314,5298
44190,444352298,2592302003,0.03,40.0,3,Quách Thị Trang,secondary,106.8475204,10.7042473,106.847625,10.7044998,secondary,1804,4142,5299
44196,1605285085,2592302013,0.24,40.0,3,Quách Thị Trang,secondary,106.8449362,10.7040553,106.8471411,10.7040662,secondary,2312,4144,5300
44198,1605285292,1605285085,0.217,40.0,3,Quách Thị Trang,secondary,106.8429461,10.7040409,106.8449362,10.7040553,secondary,2313,2312,5301
44200,4122537302,1605285292,0.181,40.0,3,Quách Thị Trang,secondary,106.8412818,10.7040409,106.8429461,10.7040409,secondary,6193,2313,5302
44202,1588180670,4122537302,0.069,40.0,3,Quách Thị Trang,secondary,106.8406454,10.7040546,106.8412818,10.7040409,secondary,2286,6193,5303
44203,1588180670,4122537301,0.088,40.0,3,Quách Thị Trang,secondary,106.8406454,10.7040546,106.8398361,10.7041127,secondary,2286,6192,5304
44206,4122537300,4122537301,0.492,40.0,3,Quách Thị Trang,secondary,106.8353721,10.7047386,106.8398361,10.7041127,secondary,6191,6192,5305
44210,5140843872,766633241,0.062,40.0,3,Quách Thị Trang,secondary,106.8339888,10.7048852,106.8345554,10.7048398,secondary,7709,2068,5306
44214,5140843884,4122537299,0.527,40.0,3,Quách Thị Trang,secondary,106.8287243,10.7052216,106.8335386,10.7049212,secondary,7710,6190,5307
44216,4122537316,5140843884,0.3,40.0,3,Quách Thị Trang,secondary,106.8259772,10.7054248,106.8287243,10.7052216,secondary,6199,7710,5308
44217,4122537316,1612118743,0.025,40.0,3,Quách Thị Trang,secondary,106.8259772,10.7054248,106.8257462,10.7054699,secondary,6199,2339,5309
44224,2638168581,4122537315,0.214,40.0,3,Quách Thị Trang,secondary,106.8237646,10.7063918,106.8255284,10.7055408,secondary,4184,6198,5310
44225,2638168581,444352834,0.019,40.0,3,Quách Thị Trang,secondary,106.8237646,10.7063918,106.8236348,10.7065115,secondary,4184,1805,5311
44228,2686826171,745747140,0.373,40.0,3,Lý Thái Tổ,secondary,106.8246961,10.7302586,106.8267563,10.7275831,secondary,4208,2049,5312
44230,2592302010,2686826171,0.061,40.0,3,Lý Thái Tổ,secondary,106.8243313,10.7306749,106.8246961,10.7302586,secondary,4143,4208,5313
44232,745746960,2592302010,0.054,40.0,3,Lý Thái Tổ,secondary,106.8240042,10.7310421,106.8243313,10.7306749,secondary,2042,4143,5314
44236,2592302015,2686826170,0.03,40.0,3,Lý Thái Tổ,secondary,106.8235749,10.7313865,106.8238056,10.7312283,secondary,4145,4207,5315
44242,766466170,5599264009,0.4,40.0,3,Lý Thái Tổ,secondary,106.8200297,10.7333357,106.8232295,10.7315808,secondary,2067,8013,5316
44244,1595859961,766466170,0.074,40.0,3,Lý Thái Tổ,secondary,106.8194846,10.7337361,106.8200297,10.7333357,secondary,2308,2067,5317
44448,366432348,1497276493,0.095,40.0,4,Bùi Hữu Nghĩa,tertiary,106.6991172,10.7983064,106.6994039,10.7991158,tertiary,711,2197,5318
44450,5764779786,366432348,0.021,40.0,4,Bùi Hữu Nghĩa,tertiary,106.6990424,10.7981269,106.6991172,10.7983064,tertiary,9414,711,5319
44452,1497276453,5764779786,0.106,40.0,4,Bùi Hữu Nghĩa,tertiary,106.6986741,10.7972433,106.6990424,10.7981269,tertiary,2195,9414,5320
44454,366374786,1497276453,0.126,40.0,4,Bùi Hữu Nghĩa,tertiary,106.6983326,10.7961525,106.6986741,10.7972433,tertiary,96,2195,5321
44456,1497276439,366374786,0.061,40.0,4,Bùi Hữu Nghĩa,tertiary,106.6981465,10.7956332,106.6983326,10.7961525,tertiary,2194,96,5322
44458,366381640,1497276439,0.068,40.0,4,Bùi Hữu Nghĩa,tertiary,106.6979491,10.7950505,106.6981465,10.7956332,tertiary,155,2194,5323
44460,366387780,366381640,0.066,40.0,4,Bùi Hữu Nghĩa,tertiary,106.6977368,10.7944901,106.6979491,10.7950505,tertiary,236,155,5324
44461,366387780,1998235277,0.045,40.0,4,Bùi Hữu Nghĩa,tertiary,106.6977368,10.7944901,106.6976069,10.7940986,tertiary,236,2708,5325
44463,2393615146,4100167207,0.052,40.0,2,Cách Mạng Tháng Tám,primary,106.6863763,10.7752389,106.6867974,10.7750074,primary,3820,6158,5326
44467,3164237717,2393614147,0.045,40.0,2,Cách Mạng Tháng Tám,primary,106.6871226,10.7748346,106.6874846,10.7746411,primary,4833,3816,5327
44494,3655114528,3655114526,0.015,40.0,4,Tây Thạnh,tertiary,106.630635,10.8203973,106.6307719,10.8204466,tertiary,5468,5467,5328
44495,3655114526,3655114322,0.009,40.0,4,Tây Thạnh,tertiary,106.6307719,10.8204466,106.6308505,10.8204753,tertiary,5467,5466,5329
44498,2251580175,3156007494,0.013,40.0,4,Tây Thạnh,tertiary,106.6305981,10.8205173,106.630489,10.8204582,tertiary,3360,4764,5330
44499,3156007494,366390133,0.046,40.0,4,Tây Thạnh,tertiary,106.630489,10.8204582,106.6301535,10.8202068,tertiary,4764,267,5331
44500,366390133,366473171,0.135,40.0,4,Tây Thạnh,tertiary,106.6301535,10.8202068,106.6291637,10.8194794,tertiary,267,1214,5332
44501,366473171,3156007493,0.034,40.0,4,Tây Thạnh,tertiary,106.6291637,10.8194794,106.6289004,10.8193005,tertiary,1214,4763,5333
44504,366418691,2728341918,0.12,40.0,4,Tây Thạnh,tertiary,106.6287373,10.8191762,106.6278998,10.8184708,tertiary,545,4249,5334
44505,2728341918,5735819659,0.019,40.0,4,Tây Thạnh,tertiary,106.6278998,10.8184708,106.6277657,10.818349,tertiary,4249,8338,5335
44506,5735819659,366428035,0.045,40.0,4,Tây Thạnh,tertiary,106.6277657,10.818349,106.6274606,10.8180721,tertiary,8338,653,5336
44507,366428035,5735819679,0.023,40.0,4,Tây Thạnh,tertiary,106.6274606,10.8180721,106.6272987,10.8179323,tertiary,653,8341,5337
44509,5735819652,366404610,0.061,40.0,4,Tây Thạnh,tertiary,106.6269436,10.8176257,106.6265209,10.8172607,tertiary,8337,399,5338
44510,366404610,366424827,0.076,40.0,4,Tây Thạnh,tertiary,106.6265209,10.8172607,106.6260145,10.8167863,tertiary,399,618,5339
44511,366424827,366411133,0.108,40.0,4,Tây Thạnh,tertiary,106.6260145,10.8167863,106.6252983,10.8161073,tertiary,618,469,5340
44512,366411133,5719489536,0.051,40.0,4,Tây Thạnh,tertiary,106.6252983,10.8161073,106.6249673,10.8157799,tertiary,469,8141,5341
44607,3198136313,366444570,0.025,40.0,2,Nguyễn Kiệm,primary,106.6784558,10.8072843,106.6784584,10.8075109,primary,5043,871,5342
44608,366444570,3198136319,0.008,40.0,2,Nguyễn Kiệm,primary,106.6784584,10.8075109,106.6784622,10.8075891,primary,871,5045,5343
44610,5755399599,3167052563,0.023,40.0,2,Nguyễn Kiệm,primary,106.6784639,10.8078206,106.6784654,10.8080322,primary,9039,4887,5344
44612,366379655,5755379363,0.098,40.0,2,Nguyễn Kiệm,primary,106.6784654,10.8081981,106.6784688,10.8090829,primary,131,9037,5345
44613,5755379363,1394527860,0.022,40.0,2,Nguyễn Kiệm,primary,106.6784688,10.8090829,106.6784695,10.809281,primary,9037,2147,5346
44615,4069466108,4069456143,0.009,40.0,3,Lê Văn Khương,secondary_link,106.6496727,10.8625349,106.6496338,10.8624635,secondary_link,6087,6085,5347
44617,4069456141,4069456142,0.022,40.0,3,Lê Văn Khương,secondary_link,106.64957,10.8623468,106.6494524,10.8621838,secondary_link,6083,6084,5348
44618,4069456142,2822307358,0.019,40.0,3,Quốc lộ 1A,secondary_link,106.6494524,10.8621838,106.6493214,10.8620698,secondary_link,6084,4269,5349
44645,2854592011,2854592010,0.005,40.0,3,Nguyễn Thị Nghĩa,primary_link,106.6940816,10.7700143,106.6941245,10.7699958,primary_link,4278,4277,5350
44896,3376112279,5755254626,0.008,40.0,3,Nguyễn Ảnh Thủ,secondary,106.6071961,10.8552391,106.6071458,10.8551791,secondary,5355,9029,5351
45068,4603781754,4609314796,0.058,40.0,4,Phạm Ngũ Lão,tertiary,106.6941176,10.7690424,106.694617,10.7692254,tertiary,6498,6550,5352
45072,411918419,4603781755,0.03,40.0,4,Phạm Ngũ Lão,tertiary,106.6937201,10.7688856,106.6939822,10.768989,tertiary,1376,6499,5353
45098,4603761222,4603761225,0.094,40.0,4,Phạm Ngũ Lão,tertiary,106.6896598,10.7672514,106.6904631,10.7675704,tertiary,6493,6494,5354
45100,5762726870,4603761222,0.053,40.0,4,Phạm Ngũ Lão,tertiary,106.6892001,10.7670759,106.6896598,10.7672514,tertiary,9303,6493,5355
45102,5762711582,5762726870,0.07,40.0,4,Phạm Ngũ Lão,tertiary,106.6885993,10.7668465,106.6892001,10.7670759,tertiary,9285,9303,5356
45119,2210777332,2210777328,0.055,60.0,2,Nguyễn Văn Linh,primary,106.7192028,10.7311956,106.7188029,10.7308809,primary,3191,3190,5357
45120,2210777328,2212337418,0.058,60.0,2,Nguyễn Văn Linh,primary,106.7188029,10.7308809,106.7183782,10.7305569,primary,3190,3221,5358
45121,2212337418,2210777326,0.04,60.0,2,Nguyễn Văn Linh,primary,106.7183782,10.7305569,106.7180543,10.7303713,primary,3221,3189,5359
45122,2210777326,2212337420,0.08,60.0,2,Nguyễn Văn Linh,primary,106.7180543,10.7303713,106.7174106,10.7300274,primary,3189,3223,5360
45163,366476912,366469312,0.01,40.0,4,Nơ Trang Long,tertiary,106.6954833,10.8112469,106.6955629,10.8113053,tertiary,1253,1175,5361
45167,366385480,3162351958,0.05,40.0,4,Nơ Trang Long,tertiary,106.6959191,10.811816,106.6962035,10.812171,tertiary,205,4809,5362
45246,5768417079,1671468777,0.068,40.0,4,Phan Văn Trị,tertiary,106.6952373,10.8163398,106.6952331,10.8157269,tertiary,9728,2347,5363
45247,5768417079,5738217765,0.015,40.0,4,Phan Văn Trị,tertiary,106.6952373,10.8163398,106.6952383,10.8164768,tertiary,9728,8433,5364
45253,5769516089,366414951,0.008,40.0,4,Phan Văn Trị,tertiary,106.6953188,10.817172,106.6953226,10.8172483,tertiary,9843,506,5365
45266,5738217738,5769516107,0.003,40.0,4,Phan Văn Trị,tertiary,106.6951645,10.8178055,106.6951763,10.8177799,tertiary,8432,9845,5366
45268,5769516105,5738217738,0.054,40.0,4,Phan Văn Trị,tertiary,106.694957,10.8182549,106.6951645,10.8178055,tertiary,9844,8432,5367
45269,5769516105,5738217736,0.007,40.0,4,Phan Văn Trị,tertiary,106.694957,10.8182549,106.6949297,10.8183141,tertiary,9844,8431,5368
45276,5738161214,5738161176,0.025,40.0,4,Phan Văn Trị,tertiary,106.6947663,10.8187216,106.6948487,10.8185056,tertiary,8422,8421,5369
45305,366432300,5773399909,0.023,40.0,4,Lê Quang Định,tertiary,106.6973621,10.8058787,106.6974989,10.8057123,tertiary,710,10195,5370
45306,5773399909,366432300,0.023,40.0,4,Lê Quang Định,tertiary,106.6974989,10.8057123,106.6973621,10.8058787,tertiary,10195,710,5371
45307,5773399909,5773399924,0.023,40.0,4,Lê Quang Định,tertiary,106.6974989,10.8057123,106.6976336,10.8055484,tertiary,10195,10196,5372
45311,5773399907,5671875724,0.007,40.0,4,Lê Quang Định,tertiary,106.6977186,10.805445,106.697759,10.8053958,tertiary,10194,8060,5373
45315,366411560,5755149899,0.018,40.0,4,Lê Quang Định,tertiary,106.6978738,10.8052561,106.6979322,10.8051035,tertiary,472,8987,5374
45325,366458462,366387686,0.051,40.0,4,Lê Quang Định,tertiary,106.6982434,10.8040213,106.6983168,10.8035641,tertiary,1052,233,5375
45333,2351201590,366423565,0.013,40.0,4,Lê Quang Định,tertiary,106.6985123,10.802715,106.6985639,10.8026021,tertiary,3711,606,5376
45393,5733269562,5733269569,0.035,40.0,4,Lê Quang Định,tertiary,106.6903463,10.8122217,106.6905276,10.8119602,tertiary,8249,8250,5377
45444,411920215,2364059999,0.079,40.0,4,Nguyễn Thiện Thuật,tertiary,106.6817158,10.7665422,106.6822812,10.7660885,tertiary,1495,3789,5378
45446,5382724127,411920215,0.06,40.0,4,Nguyễn Thiện Thuật,tertiary,106.6812898,10.7668848,106.6817158,10.7665422,tertiary,7814,1495,5379
45450,3462932131,5382724126,0.098,40.0,4,Nguyễn Thiện Thuật,tertiary,106.6804329,10.7675739,106.6811295,10.7670137,tertiary,5370,7813,5380
45454,5758114505,3164261852,0.034,40.0,4,Nguyễn Thiện Thuật,tertiary,106.6800536,10.767872,106.6802989,10.7676816,tertiary,9206,4839,5381
45458,3160583016,2364060002,0.128,40.0,2,Nguyễn Thị Minh Khai,primary,106.685113,10.7691058,106.6843014,10.7682636,primary,4806,3790,5382
45459,5762610054,411922898,0.015,40.0,2,Nguyễn Thị Minh Khai,primary,106.6864395,10.7703703,106.6865372,10.770475,primary,9241,1565,5383
45706,5816800361,366416137,0.125,40.0,4,Trần Phú,tertiary,106.6704919,10.7539789,106.6694902,10.7534336,tertiary,11084,513,5384
45707,5816800361,4631150865,0.04,40.0,4,Trần Phú,tertiary,106.6704919,10.7539789,106.6708177,10.7541562,tertiary,11084,6799,5385
45708,4631150865,5816800361,0.04,40.0,4,Trần Phú,tertiary,106.6708177,10.7541562,106.6704919,10.7539789,tertiary,6799,11084,5386
45709,4631150865,4629021461,0.024,40.0,4,Trần Phú,tertiary,106.6708177,10.7541562,106.6710127,10.7542686,tertiary,6799,6765,5387
45710,4629021461,4631150865,0.024,40.0,4,Trần Phú,tertiary,106.6710127,10.7542686,106.6708177,10.7541562,tertiary,6765,6799,5388
45711,4629021461,366473174,0.031,40.0,4,Trần Phú,tertiary,106.6710127,10.7542686,106.6712269,10.7544565,tertiary,6765,1215,5389
45712,366473174,4629021461,0.031,40.0,4,Trần Phú,tertiary,106.6712269,10.7544565,106.6710127,10.7542686,tertiary,1215,6765,5390
45713,366473174,366466608,0.102,40.0,4,Trần Phú,tertiary,106.6712269,10.7544565,106.6719254,10.7550696,tertiary,1215,1142,5391
45714,366466608,366473174,0.102,40.0,4,Trần Phú,tertiary,106.6719254,10.7550696,106.6712269,10.7544565,tertiary,1142,1215,5392
45715,2934000190,2934000187,0.014,40.0,2,Nguyễn Tri Phương,primary,106.669502,10.7536032,106.6695468,10.7537252,primary,4318,4317,5393
45716,2934006863,2934006859,0.09,40.0,3,Nguyễn Tri Phương,secondary,106.6688913,10.7600176,106.6687149,10.7608083,secondary,4323,4321,5394
45717,2934006859,2934006868,0.12,40.0,3,Nguyễn Tri Phương,secondary,106.6687149,10.7608083,106.6684783,10.7618685,secondary,4321,4327,5395
45718,2934006868,5045757151,0.028,40.0,3,Nguyễn Tri Phương,secondary,106.6684783,10.7618685,106.6684223,10.7621196,secondary,4327,7498,5396
45719,5045757151,5045757139,0.018,40.0,3,Nguyễn Tri Phương,secondary,106.6684223,10.7621196,106.6683856,10.7622838,secondary,7498,7497,5397
45720,5045757139,5045757189,0.068,40.0,3,Nguyễn Tri Phương,secondary,106.6683856,10.7622838,106.6682509,10.7628879,secondary,7497,7502,5398
45721,5045757189,2934006871,0.02,40.0,3,Nguyễn Tri Phương,secondary,106.6682509,10.7628879,106.668211,10.7630666,secondary,7502,4330,5399
45722,2934006871,4623078280,0.082,40.0,3,Nguyễn Tri Phương,secondary,106.668211,10.7630666,106.668049,10.7637924,secondary,4330,6714,5400
45723,4623078280,3150110707,0.024,40.0,3,Nguyễn Tri Phương,secondary,106.668049,10.7637924,106.6680006,10.7640095,secondary,6714,4713,5401
45724,3150110707,5045757211,0.057,40.0,3,Nguyễn Tri Phương,secondary,106.6680006,10.7640095,106.6678877,10.7645152,secondary,4713,7503,5402
45725,5045757211,4623078282,0.025,40.0,3,Nguyễn Tri Phương,secondary,106.6678877,10.7645152,106.6678383,10.7647365,secondary,7503,6715,5403
45726,4623078282,5045757305,0.024,40.0,3,Nguyễn Tri Phương,secondary,106.6678383,10.7647365,106.6677899,10.7649533,secondary,6715,7504,5404
45727,5045757305,5045757324,0.031,40.0,3,Nguyễn Tri Phương,secondary,106.6677899,10.7649533,106.6677274,10.7652338,secondary,7504,7505,5405
45728,5045757324,5045757349,0.04,40.0,3,Nguyễn Tri Phương,secondary,106.6677274,10.7652338,106.6676485,10.7655876,secondary,7505,7506,5406
45729,5045757349,5757841608,0.011,40.0,3,Nguyễn Tri Phương,secondary,106.6676485,10.7655876,106.6676275,10.7656854,secondary,7506,9163,5407
45730,5757841608,4623078284,0.001,40.0,3,Nguyễn Tri Phương,secondary,106.6676275,10.7656854,106.6676247,10.7656941,secondary,9163,6716,5408
45731,4623078284,2934006867,0.04,40.0,3,Nguyễn Tri Phương,secondary,106.6676247,10.7656941,106.6675459,10.7660469,secondary,6716,4326,5409
45732,2934006867,2934006865,0.035,40.0,3,Nguyễn Tri Phương,secondary,106.6675459,10.7660469,106.6674769,10.7663562,secondary,4326,4324,5410
45733,2934006865,2934006858,0.034,40.0,3,Nguyễn Tri Phương,secondary,106.6674769,10.7663562,106.6674092,10.7666599,secondary,4324,4320,5411
45734,2934006858,2934006869,0.035,40.0,3,Nguyễn Tri Phương,secondary,106.6674092,10.7666599,106.6673402,10.7669691,secondary,4320,4328,5412
45735,2934006869,2934006856,0.031,40.0,3,Nguyễn Tri Phương,secondary,106.6673402,10.7669691,106.6672785,10.7672454,secondary,4328,4319,5413
45736,2934006856,2934006866,0.047,40.0,3,Nguyễn Tri Phương,secondary,106.6672785,10.7672454,106.6671808,10.767658,secondary,4319,4325,5414
45737,5794916694,1768281404,0.102,40.0,4,Đường N,unclassified,106.7159815,10.7246478,106.715968,10.7255698,unclassified,10780,2379,5415
45751,2527497633,366386708,0.006,40.0,4,Trần Văn Trà,tertiary,106.7235921,10.7255965,106.7236416,10.7256271,tertiary,4137,225,5416
45831,2936611175,2936611176,0.01,40.0,3,Đường Nguyễn Văn Linh,trunk_link,106.6935429,10.7288436,106.6934598,10.7288899,trunk_link,4339,4340,5417
