node_id,longitude,latitude,node_index
366433451,106.6463149,10.787979,720
366433522,106.6333285,10.7697967,721
366433597,106.5583867,10.6866776,722
366433611,106.6583739,10.7557727,723
366433635,106.698423,10.802988,724
366433769,106.6674955,10.8323142,725
366433785,106.5775667,10.8125836,726
366433800,106.6569544,10.799275,727
366433812,106.620062,10.8796778,728
366433862,106.6037946,10.8869222,729
366433881,106.6431813,10.766507,730
366434234,106.6923879,10.8576547,731
366434259,106.6742377,10.7817734,732
366434311,106.7738812,10.8504044,733
366434351,106.6650469,10.7912314,734
366434463,106.6068834,10.8838373,735
366434468,106.6597273,10.7504541,736
366434529,106.6774687,10.8692199,737
366434709,106.6560425,10.7519725,738
366434727,106.669732,10.7811107,739
366434737,106.6663116,10.833247,740
366434869,106.7619219,10.8672784,741
366434942,106.6579429,10.7993942,742
366435039,106.7942659,10.8619363,743
366435118,106.65443,10.75373,744
366435208,106.6694811,10.7945294,745
366435241,106.7504903,10.8521583,746
366435242,106.6576126,10.7704681,747
366435264,106.6022625,10.8877416,748
366435365,106.6923933,10.8031859,749
366435377,106.6715846,10.797979,750
366435531,106.562573,10.6881244,751
366435643,106.6638852,10.8375582,752
366435765,106.7759487,10.8696117,753
366436008,106.674532,10.8283625,754
366436114,106.6262903,10.8530313,755
366436117,106.7663876,10.8374319,756
366436124,106.6756862,10.7641237,757
366436401,106.65629,10.7892471,758
366436494,106.6443713,10.8413977,759
366436618,106.6532792,10.7965689,760
366436915,106.6133491,10.8829934,761
366436931,106.7500323,10.764817,762
366436977,106.7425493,10.8717061,763
366436992,106.6599393,10.7599913,764
366436995,106.6851217,10.803874,765
366437246,106.6722005,10.7918939,766
366437267,106.7015215,10.8359844,767
366437284,106.600709,10.7225315,768
366437344,106.7303648,10.7916195,769
366437375,106.6421138,10.7713831,770
366437635,106.6635788,10.8026411,771
366437658,106.6538934,10.7967836,772
366437686,106.6769121,10.8710543,773
366437719,106.7017425,10.794843,774
366437750,106.5884589,10.8858285,775
366437910,106.6080413,10.8857988,776
366437921,106.6281609,10.7801971,777
366437928,106.7501502,10.803454,778
366438007,106.5598851,10.6871568,779
366438060,106.6930411,10.8494217,780
366438154,106.6756118,10.7538616,781
