id,name,type,tags.surface_concrete,tags.surface_dirt,tags.surface_paved,tags.surface_unpaved,tags.bridge_yes,tags.oneway_no,tags.oneway_yes,tags.lanes,tags.layer,max_velocity,tags.minspeed,level
1214,,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,2
1215,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
1216,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1217,Phạm Văn Đồng,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,40.0,,2
1218,Phạm Văn Đồng,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,3
1219,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,40.0,,2
1220,Phạm Văn Đồng,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,40.0,,3
1221,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,3
1222,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,3
1223,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,3
1224,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1225,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1226,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,3
1227,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1228,,secondary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,60.0,,3
1229,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1230,,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,70.0,,2
1231,,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,70.0,,2
1232,,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,70.0,,2
1233,,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1234,,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,70.0,,1
1235,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1236,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,2
1237,,tertiary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,40.0,,4
1238,Hà Huy Giáp,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
1239,Quốc lộ 1,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,4
1240,Quốc lộ 1,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,4
1241,Quốc lộ 1,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,4
1242,Quốc lộ 1,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,4
1243,Quốc lộ 1,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,4
1244,Tô Ký,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1245,,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1246,Quốc lộ 1,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1247,Quốc lộ 1,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,4
1248,,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1249,,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1250,,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1251,,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1252,Tôn Đức Thắng,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
1253,Ðiện Biên Phủ,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1254,Hai Bà Trưng,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
1255,Bùi Thị Xuân,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
1256,Cao Thắng,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1257,Tam Bình,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1258,Nguyễn Văn Bá,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1259,Chu Văn An,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
1260,Cách Mạng Tháng Tám,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1261,Cách Mạng Tháng Tám,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
1262,Tân Kỳ Tân Quý,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1263,Cộng Hòa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1264,Lý Thường Kiệt,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1265,Nguyễn Văn Lượng,unclassified,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,50.0,,4
1266,Võ Văn Ngân,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1267,Đặng Văn Bi,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1268,Hồng Lạc,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1269,Ngô Quyền,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1270,Cách Mạng Tháng Tám,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
1271,Vòng xoay Điện Biên Phủ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
1272,Đường số 10,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1273,Bắc Hải,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1274,Ðiện Biên Phủ,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1275,Ðiện Biên Phủ,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1276,Đinh Tiên Hoàng,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1277,Đinh Tiên Hoàng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1278,Bạch Đằng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1279,Võ Văn Ngân,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1280,Đông Hồ,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1281,Nguyễn Đức Thuận,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
1282,Nguyễn Văn Nghi,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1283,Nguyễn Văn Nghi,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1284,Lê Đức Thọ,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1285,Thống Nhất,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1286,Phạm Ngọc Thạch,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1287,Nguyễn Thị Minh Khai,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1288,Nguyễn Hữu Cảnh,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
1289,Nguyễn Chí Thanh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1290,Nguyễn Xuân Khoát,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
1291,Nguyễn Chí Thanh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1292,Hoà Bình,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1293,Kênh Tân Hoá,tertiary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,30.0,,4
1294,Hòa Bình,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1295,Hoà Hảo,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1296,Hoàng Minh Giám,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1297,Hoàng Minh Giám,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1298,Hoàng Văn Thụ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1299,Nguyễn Thị Nhỏ,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1300,Hồng Bàng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1301,Khuông Việt,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1302,Phan Đăng Lưu,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1303,Nơ Trang Long,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1304,Phan Đình Phùng,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
1305,Phan Đình Phùng,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
1306,Phan Văn Hớn,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1307,Nguyễn Chí Thanh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1308,Xuân Thới Sơn 21,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1309,Sư Van Hạnh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1310,Nguyễn Chí Thanh,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1311,Tạ Uyên,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1312,Nguyễn Chí Thanh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1313,Hàm Nghi,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1314,Hoàng Sa,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1315,Lý Thái Tổ,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,40.0,,3
1316,Trần Hưng Ðạo,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1317,Nguyễn Cư Trinh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1318,Trần Hưng Ðạo,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1319,Ngã sáu Cộng Hòa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1320,Công Trường Quách Thị Trang,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1321,Nguyễn Trãi,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
1322,Đường D1,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1323,Hưng Phú,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1324,Lê Đức Thọ,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1325,Lê Đức Thọ,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1326,Phan Văn Trị,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1327,Phan Văn Trị,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1328,Phan Văn Trị,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1329,,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2,60.0,,2
1330,Cầu Bình Lợi,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,2,60.0,,2
1331,Cầu Bình Lợi,secondary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,2,40.0,,3
1332,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2,40.0,,3
1333,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,60.0,,2
1334,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,60.0,,2
1335,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1336,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1337,Lê Đức Thọ,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1338,Nguyễn Oanh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1339,Nguyễn Oanh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1340,Phan Văn Trị,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1341,Phạm Văn Đồng,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,60.0,,2
1342,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1343,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1344,Đường Song Hành Xa lộ Hà Nội,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1345,Đặng Nguyên Cẩn,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1346,Bà Hom,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,30.0,,3
1347,Trần Văn Giàu,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1348,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
1349,Đường số 18B,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
1350,Hải Thượng Lãn Ông,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,50.0,,3
1351,Tháp Mười,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1352,,tertiary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1353,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,40.0,,3
1354,Lê Quang Sung,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1355,Tản Đà,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1356,3 Tháng 2,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1357,3 Tháng 2,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1358,đường song hành cao tốc Long Thành Dầu Giây,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
1359,,primary_link,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1360,,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1361,Hồng Bàng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1362,Lê Duẩn,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1363,Bưng Ông Thòan,unclassified,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,60.0,,4
1364,Nguyễn Bỉnh Khiêm,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1365,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1366,Công Xã Paris,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1367,Hải Thượng Lãn Ông,secondary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,40.0,,3
1368,Hải Thượng Lãn Ông,secondary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,40.0,,3
1369,,secondary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1370,Vạn Kiếp,secondary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,40.0,,3
1371,Nguyễn Thị Nghĩa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1372,Võ Văn Kiệt,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,50.0,,2
1373,Nguyễn Tri Phương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1374,3 Tháng 2,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1375,,secondary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,3
1376,Trần Hưng Ðạo,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,30.0,,3
1377,Trần Hưng Ðạo,secondary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,30.0,,3
1378,,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
1379,Nguyễn Cư Trinh,tertiary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1380,Phạm Hồng Thái,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1381,,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1382,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1383,Võ Văn Kiệt,trunk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
1384,Phạm Phú Thứ,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1385,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1386,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1387,Châu Văn Liêm,secondary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,40.0,,3
1388,,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
1389,Châu Văn Liêm,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,40.0,,3
1390,Châu Văn Liêm,secondary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,40.0,,3
1391,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1392,,tertiary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1393,,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1394,Ngô Quyền,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1395,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1396,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1397,,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1398,,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1399,Ngô Gia Tự,tertiary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,40.0,,4
1400,Ngô Gia Tự,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,50.0,,4
1401,Nguyễn Trãi,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1402,Nguyễn Trãi,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1403,Võ Văn Kiệt,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,50.0,,2
1404,Phổ Quang,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1405,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1406,An Dương Vương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1407,Nguyễn Cơ Thạch,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8,0,60.0,,2
1408,Trần Bình Trọng,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1409,Trần Bình Trọng,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1410,Trần Bình Trọng,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1411,Lê Lợi,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1412,Võ Chí Công,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
1413,Võ Chí Công,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,2
1414,,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1415,Lý Thường Kiệt,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1416,,primary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
1417,Trần Phú,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1418,Sư Van Hạnh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1419,Ngô Gia Tự,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
1420,Sư Van Hạnh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1421,Sư Van Hạnh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1422,,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1423,Sư Van Hạnh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1424,,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1425,3 Tháng 2,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1426,3 Tháng 2,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1427,3 Tháng 2,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1428,Lý Thái Tổ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1429,,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1430,3 Tháng 2,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1431,3 Tháng 2,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1432,Nguyễn Tri Phương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1433,Nguyễn Tri Phương,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
1434,Nguyễn Tri Phương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1435,,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1436,Trần Hưng Ðạo,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1437,Trần Hưng Ðạo,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1438,Trần Hưng Ðạo,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1439,Trần Hưng Ðạo,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1440,Trần Hưng Ðạo,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1441,Huỳnh Mẫn Đạt,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1442,Nguyễn Tri Phương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1443,,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1444,An Dương Vương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1445,Nguyễn Tri Phương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1446,Nguyễn Tri Phương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1447,,secondary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1448,Trần Hưng Ðạo,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1449,Nguyễn Biểu,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1450,Nguyễn Thị Nhỏ,tertiary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1451,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1452,3 Tháng 2,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1453,3 Tháng 2,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1454,3 Tháng 2,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1455,3 Tháng 2,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1456,3 Tháng 2,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1457,Hàn Hải Nguyên,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
1458,3 Tháng 2,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1459,Hàn Hải Nguyên,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1460,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1461,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
1462,Lãnh Binh Thăng,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
1463,Lý Thường Kiệt,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
1464,Lý Thường Kiệt,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
