id,name,type,tags.surface_concrete,tags.surface_dirt,tags.surface_paved,tags.surface_unpaved,tags.bridge_yes,tags.oneway_no,tags.oneway_yes,tags.lanes,tags.layer,max_velocity,tags.minspeed,level
470,Tôn Thất Thuyết,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
471,,primary_link,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,40.0,,3
472,Võ Văn Kiệt,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,50.0,,2
473,,secondary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
474,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,40.0,,3
475,Võ Văn Kiệt,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
476,Trần Hưng Ðạo,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
477,Hải Thượng Lãn Ông,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
478,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
479,Phú Hữu,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
480,Nguyễn Tri Phương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
481,Trần Hưng Ðạo,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
482,Hầm sông Sài Gòn,trunk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,-1,60.0,,1
483,Hồng Bàng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
484,Bến Hàm Tử,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,40.0,,4
485,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
486,Nguyễn Tri Phương,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
487,,secondary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,50.0,,3
488,Cầu Chà Và,secondary,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,1,50.0,,3
489,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,40.0,,3
490,,primary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
491,,primary_link,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,50.0,,3
492,Cầu Chà Và,secondary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,3
493,,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
494,Phạm Hùng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
495,Võ Văn Kiệt,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
496,Tạ Uyên,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
497,Mai xuân Thưởng,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
498,Phạm Đình Hổ,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
499,Xóm Củi,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
500,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
501,Thuận Kiều,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
502,An Dương Vương,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
503,Cầu Calmette,trunk_link,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,3
504,Ðiện Biên Phủ,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
505,Trần Minh Quyền,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
506,Trường Sa,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
507,Ðiện Biên Phủ,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
508,Cầu Ðiện Biên Phủ,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,1
509,Ðiện Biên Phủ,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
510,Trường Sa,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
511,Võ Văn Kiệt,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
512,Nam Kỳ Khởi Nghĩa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
513,Nguyễn Văn Trỗi,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
514,Xô Viết Nghệ Tĩnh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
515,Hẻm 602 Điện Biên Phủ,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
516,Võ Văn Ngân,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
517,D1,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
518,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
519,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
520,Xa Lộ Hà Nội,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
521,Đường D1,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
522,Lê Văn Việt,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
523,Võ Văn Ngân,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
524,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
525,Nguyễn Hữu Cảnh,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,60.0,,3
526,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
527,Xa Lộ Hà Nội,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
528,Xa Lộ Hà Nội,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
529,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,1
530,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
531,Nguyễn Hữu Cảnh,primary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
532,Xa Lộ Hà Nội,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
533,Cầu Sài Gòn 1,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,2,50.0,,2
534,Xa Lộ Hà Nội,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
535,Tây Hòa,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
536,Nguyễn Hữu Cảnh,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,3
537,Nguyễn Hữu Cảnh,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
538,Cầu Rạch Chiếc 1,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,80.0,,1
539,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
540,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
541,Xô Viết Nghệ Tĩnh,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
542,Điện Biên Phủ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
543,Điện Biên Phủ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,0,60.0,,1
544,Điện Biên Phủ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
545,Điện Biên Phủ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
546,Điện Biên Phủ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
547,Đinh Bộ Lĩnh,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
548,Điện Biên Phủ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
549,Đinh Bộ Lĩnh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
550,Điện Biên Phủ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
551,Điện Biên Phủ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
552,Điện Biên Phủ,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
553,Nguyễn Cửu Vân,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
554,Nguyễn Thị Nghĩa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
555,Đoàn Văn Bơ,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
556,Nguyễn Hữu Cảnh,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
557,Nguyễn Hữu Cảnh,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
558,Nguyễn Hữu Cảnh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
559,Nguyễn Hữu Cảnh,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
560,Nam Kỳ Khởi Nghĩa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
561,Nam Kỳ Khởi Nghĩa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
562,Võ Thị Sáu,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
563,Võ Thị Sáu,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
564,Tùng Thiện Vương,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
565,,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
566,Nam Kỳ Khởi Nghĩa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
567,Phạm Hùng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
568,Hoàng Văn Thụ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
569,T1 Loop,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
570,Đường dẫn ga Quốc nội,secondary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,10.0,,3
571,Hồng Hà,secondary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
572,Đường dẫn sảnh đi Quốc tế,tertiary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,20.0,,4
573,Đường dẫn Ga Quốc tế,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
574,Trường Sơn,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
575,Trường Sơn,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
576,Núi Thành,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
577,Trường Chinh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,2
578,Trường Chinh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
579,Trường Chinh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
580,Cộng Hòa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
581,Cộng Hòa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
582,Thân Nhân Trung,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
583,Hoàng Văn Thụ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
584,Cầu vượt Ngã tư Hàng Xanh,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
585,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
586,Trường Chinh,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
587,Trường Chinh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
588,Cầu Tham Lương,secondary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,60.0,,3
589,Trường Chinh,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,3
590,Trường Chinh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,2
591,Trường Chinh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
592,Nguyễn Văn Quá,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
593,Trường Chinh,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
594,Phan Huy ích,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
595,Trường Chinh,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,3
596,Trường Chinh,primary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
597,Trường Chinh,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,3
598,Phan Huy ích,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
599,Liên Xã,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
600,Quốc lộ 22,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
601,Phạm Hùng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
602,Cầu 15B,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,1,50.0,,3
603,Nguyễn Cao Bắc,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
604,Tân Chánh Hiệp 2,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
605,Hồng Bàng,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
606,Trần Não,secondary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
607,Nguyễn Văn Linh,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
608,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,1
609,Tô Ký,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
610,Cầu vượt Quang Trung,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,2,50.0,,2
611,Nguyễn Văn Linh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,2
612,Nguyễn Văn Linh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,2
613,Nguyễn Văn Linh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,2
614,Cầu Thầy Tiêu,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,2,60.0,,2
615,Nguyễn Văn Linh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
616,Nguyễn Văn Linh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,2
617,Cầu vượt Quang Trung,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,2
618,,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
619,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
620,Quang Trung,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
621,Quang Trung,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
622,,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
623,Điện Biên Phủ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,1
624,Điện Biên Phủ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
625,Út Tịch,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
626,Lăng Cha Cả,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
627,Hoàng Văn Thụ,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
628,Cộng Hòa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
629,Cộng Hòa,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
630,Trần Quốc Hoàn,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
631,Thăng Long,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
632,Cầu vượt Quang Trung,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,5,50.0,,2
633,Hồ Chí Minh - Trung Lương,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
634,Số 18,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
635,Trương Định,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
636,Mai Chí Thọ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
637,Cầu vượt Ngã tư Thủ Đức,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,60.0,,1
638,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
639,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,1
640,Xa Lộ Hà Nội,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,80.0,,1
641,Xa Lộ Hà Nội,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
642,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
643,,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
644,,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
645,Tôn Ðức Thắng,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
646,Vũ Huy Tấn,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
647,Bắc Hải,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
648,,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
649,,primary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,2
650,Lý Thường Kiệt,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
651,Hoàng Văn Thụ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
652,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
653,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
654,Lạc Long Quân,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
655,Lý Thường Kiệt,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
656,Trần Quốc Thảo,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
657,Cầu Bình Phước 2,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,60.0,,1
658,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
659,Cầu vượt Bình Phước,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,5,60.0,,1
660,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
661,Quốc lộ 1,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
662,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
663,Tô Ngọc Vân,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
664,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
665,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
666,Trần Đại Nghĩa,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
667,Tô Ký,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
668,Võ Văn Kiệt,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,40.0,,3
669,Nguyễn Lương Bằng,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
670,Cầu Cả Cấm,secondary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,50.0,,3
671,Cầu Ông Đội,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
672,Nguyễn Lương Bằng,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
673,Lê Đức Thọ,secondary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
674,Quốc lộ 1,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
675,Quốc lộ 1,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,4
676,Cầu vượt Tân Thới Hiệp,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,5,60.0,,1
677,Lê Văn Khương,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
678,Lê Đức Thọ,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
679,Cầu vượt Quang Trung,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,60.0,,3
680,Trần Hưng Ðạo,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
681,Nguyễn Thái Học,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
682,Lê Lợi,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,50.0,,4
683,Khánh Hội,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
684,Nguyễn Hữu Thọ,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
685,Nguyễn Thị Thập,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
686,Trần Quốc Toản,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
687,Bờ Bao Tân Thắng,tertiary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,4
688,Quang Trung,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
689,Quang Trung,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
690,Quang Trung,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
691,,primary_link,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,60.0,,3
692,Xa lộ Hà Nội,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
693,,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
694,Mai Chí Thọ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,50.0,,2
695,Mai Chí Thọ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,50.0,,2
696,Mai Chí Thọ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,50.0,,2
697,Cầu Kênh 2,trunk,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3,1,60.0,,1
698,Cầu Kênh 2,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3,1,50.0,,2
699,Mai Chí Thọ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,60.0,,1
700,Mai Chí Thọ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0,50.0,,2
701,,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
702,Mai Chí Thọ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
703,Mai Chí Thọ,trunk,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,60.0,,1
704,,trunk_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
705,Hoàng Văn Thụ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
706,Lê Văn Sỹ,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
707,Dương Bá Trạc,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
708,Cầu Nguyễn Văn Cừ,primary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,2,50.0,,2
709,Nguyễn Văn Cừ,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,50.0,,2
710,Nguyễn Văn Cừ,primary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
711,Trần Hưng Ðạo,secondary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
712,Nguyễn Văn Cừ,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
713,Trường Chinh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
714,Trường Chinh,primary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,2
715,Hẻm 84A Trần Hữu Trang,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
716,,primary_link,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,3
717,Đường số 48,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
718,Lý Chính Thắng,tertiary,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,50.0,,4
719,Nguyễn Đình Chính,unclassified,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,60.0,,4
