_id,segment_id,date,weekday,period,LOS
13121,33958,2020-08-03,0,period_0_00,E
13122,33959,2020-08-02,6,period_23_30,E
13123,33959,2020-08-03,0,period_0_00,E
13124,33959,2020-12-09,2,period_15_00,A
13125,33959,2020-12-28,0,period_4_00,A
13126,33959,2020-12-28,0,period_6_30,A
13127,33959,2020-12-28,0,period_7_00,A
13128,33960,2020-08-02,6,period_23_30,C
13129,33960,2020-08-03,0,period_0_00,E
13130,33961,2020-08-02,6,period_23_30,B
13131,33961,2020-08-03,0,period_0_00,C
13132,33961,2020-12-28,0,period_4_00,A
13133,33961,2020-12-28,0,period_5_00,A
13134,33961,2020-12-28,0,period_6_00,A
13135,33961,2020-12-28,0,period_6_30,A
13136,33961,2020-12-28,0,period_7_00,A
13137,33961,2020-12-28,0,period_7_30,A
13138,33962,2020-08-02,6,period_23_30,E
13139,33962,2020-08-03,0,period_0_00,D
13140,33963,2020-08-02,6,period_23_30,C
13141,33963,2020-08-03,0,period_0_00,C
13142,33964,2020-08-02,6,period_23_30,C
13143,33964,2020-08-03,0,period_0_00,D
13144,33965,2020-08-02,6,period_23_30,B
13145,33965,2020-08-03,0,period_0_00,C
13146,33966,2020-08-02,6,period_23_30,E
13147,33966,2020-08-03,0,period_0_00,E
13148,33967,2020-08-02,6,period_23_30,F
13149,33967,2020-08-03,0,period_0_00,E
13150,33968,2020-08-02,6,period_23_30,E
13151,33968,2020-08-03,0,period_0_00,D
13152,33969,2020-08-02,6,period_23_30,C
13153,33969,2020-08-03,0,period_0_00,D
13154,33969,2020-12-09,2,period_14_00,A
13155,33969,2020-12-27,6,period_3_00,A
13156,33969,2020-12-28,0,period_4_30,A
13157,33969,2020-12-28,0,period_5_30,A
13158,33969,2020-12-28,0,period_7_30,A
13159,33969,2020-12-28,0,period_8_00,A
13160,33970,2020-08-02,6,period_23_30,E
13161,33970,2020-08-03,0,period_0_00,C
13162,33971,2020-08-02,6,period_23_30,A
13163,33971,2020-08-03,0,period_0_00,D
13164,33971,2020-12-09,2,period_15_00,A
13165,33971,2020-12-27,6,period_3_30,A
13166,33971,2020-12-28,0,period_4_00,A
13167,33971,2020-12-28,0,period_5_30,A
13168,33971,2020-12-28,0,period_6_00,A
13169,33971,2020-12-28,0,period_7_00,A
13170,33972,2020-08-02,6,period_23_30,C
13171,33972,2020-08-03,0,period_0_00,D
13172,33973,2020-08-02,6,period_23_30,E
13173,33973,2020-08-03,0,period_0_00,D
13174,33973,2020-12-28,0,period_4_00,A
13175,33973,2020-12-28,0,period_6_30,A
13176,33973,2020-12-28,0,period_7_30,A
13177,33973,2021-03-09,1,period_10_30,F
13178,33974,2020-08-02,6,period_23_30,E
13179,33974,2020-08-03,0,period_0_00,D
13180,33975,2020-08-02,6,period_23_30,D
13181,33975,2020-08-03,0,period_0_00,D
13182,33975,2021-03-09,1,period_10_30,E
13183,33976,2020-08-02,6,period_23_30,B
13184,33976,2020-08-03,0,period_0_00,D
13185,33977,2020-08-02,6,period_23_30,E
13186,33977,2020-08-03,0,period_0_00,D
13187,33977,2020-12-27,6,period_2_30,A
13188,33977,2020-12-27,6,period_3_00,A
13189,33977,2020-12-27,6,period_3_30,A
13190,33977,2020-12-27,6,period_4_00,A
13191,33977,2020-12-27,6,period_4_30,A
13192,33977,2020-12-28,0,period_5_00,A
13193,33977,2020-12-28,0,period_6_00,A
13194,33977,2020-12-28,0,period_7_00,A
13195,33978,2020-08-02,6,period_23_30,E
13196,33978,2020-08-03,0,period_0_00,D
13197,33979,2020-08-02,6,period_23_30,B
13198,33979,2020-08-03,0,period_0_00,E
13199,33979,2020-12-09,2,period_14_30,A
13200,33979,2020-12-27,6,period_4_30,A
13201,33979,2021-03-09,1,period_10_30,E
13202,33980,2020-08-02,6,period_23_30,D
13203,33980,2020-08-03,0,period_0_00,E
13204,33981,2020-08-02,6,period_23_30,A
13205,33981,2020-08-03,0,period_0_00,D
13206,33981,2020-12-09,2,period_14_00,A
13207,33981,2020-12-27,6,period_3_30,A
13208,33981,2020-12-28,0,period_4_00,A
13209,33981,2020-12-28,0,period_4_30,A
13210,33981,2020-12-28,0,period_5_30,A
13211,33981,2020-12-28,0,period_6_00,A
13212,33981,2020-12-28,0,period_7_00,A
13213,33981,2020-12-28,0,period_7_30,A
13214,33981,2020-12-28,0,period_8_00,A
13215,33981,2021-03-09,1,period_10_30,D
13216,33982,2020-08-02,6,period_23_30,C
13217,33982,2020-08-03,0,period_0_00,D
13218,33983,2020-08-02,6,period_23_30,E
13219,33983,2020-08-03,0,period_0_00,C
13220,33983,2020-12-28,0,period_4_00,A
13221,33983,2020-12-28,0,period_7_30,A
13222,33983,2021-03-16,1,period_11_00,D
13223,33983,2021-03-19,4,period_9_30,F
13224,33984,2020-08-02,6,period_23_30,D
13225,33984,2020-08-03,0,period_0_00,D
13226,33985,2020-08-02,6,period_23_30,C
13227,33985,2020-08-03,0,period_0_00,D
13228,33985,2020-12-28,0,period_5_00,A
13229,33985,2020-12-28,0,period_6_00,A
13230,33985,2020-12-28,0,period_7_00,A
13231,33985,2021-03-09,1,period_10_30,F
13232,33985,2021-03-23,1,period_10_30,F
13233,33986,2020-08-02,6,period_23_30,F
13234,33986,2020-08-03,0,period_0_00,C
13235,33987,2020-08-02,6,period_23_30,E
13236,33987,2020-08-03,0,period_0_00,C
13237,33987,2020-12-09,2,period_14_00,A
13238,33987,2020-12-09,2,period_14_30,A
13239,33987,2020-12-27,6,period_4_30,A
13240,33987,2020-12-28,0,period_7_30,A
13241,33987,2021-03-16,1,period_11_00,F
13242,33988,2020-08-02,6,period_23_30,C
13243,33988,2020-08-03,0,period_0_00,D
13244,33988,2021-03-09,1,period_10_30,F
13245,33988,2021-03-16,1,period_11_00,F
13246,33989,2020-08-02,6,period_23_30,E
13247,33989,2020-08-03,0,period_0_00,C
13248,33989,2020-12-02,2,period_4_30,F
13249,33989,2020-12-28,0,period_4_30,A
13250,33990,2020-08-02,6,period_23_30,C
13251,33990,2020-08-03,0,period_0_00,C
13252,33991,2020-08-02,6,period_23_30,C
13253,33991,2020-08-03,0,period_0_00,E
13254,33991,2020-12-27,6,period_2_30,A
13255,33991,2020-12-27,6,period_3_00,A
13256,33991,2020-12-27,6,period_3_30,A
13257,33991,2020-12-27,6,period_4_00,A
13258,33991,2020-12-27,6,period_4_30,A
13259,33991,2020-12-28,0,period_5_30,A
13260,33991,2020-12-28,0,period_8_00,A
13261,33992,2020-08-02,6,period_23_30,C
13262,33992,2020-08-03,0,period_0_00,D
13263,33993,2020-08-02,6,period_23_30,F
13264,33993,2020-08-03,0,period_0_00,E
13265,33993,2020-12-28,0,period_4_00,A
13266,33993,2020-12-28,0,period_4_30,A
13267,33993,2020-12-28,0,period_6_00,A
13268,33993,2020-12-28,0,period_7_00,A
13269,33994,2020-08-02,6,period_23_30,E
13270,33994,2020-08-03,0,period_0_00,E
13271,33995,2020-08-02,6,period_23_30,E
13272,33995,2020-08-03,0,period_0_00,E
13273,33995,2020-12-02,2,period_4_30,C
13274,33995,2020-12-09,2,period_15_00,A
13275,33995,2020-12-28,0,period_4_00,A
13276,33995,2020-12-28,0,period_6_30,A
13277,33995,2020-12-28,0,period_7_30,A
13278,33996,2020-08-02,6,period_23_30,C
13279,33996,2020-08-03,0,period_0_00,D
13280,33997,2020-08-02,6,period_23_30,E
13281,33997,2020-08-03,0,period_0_00,E
13282,33997,2020-12-28,0,period_6_00,A
13283,33997,2020-12-28,0,period_7_00,A
13284,33998,2020-08-02,6,period_23_30,C
13285,33998,2020-08-03,0,period_0_00,D
13286,33999,2020-08-02,6,period_23_30,C
13287,33999,2020-08-03,0,period_0_00,C
13288,33999,2020-12-28,0,period_5_00,A
13289,34000,2020-08-02,6,period_23_30,C
13290,34000,2020-08-03,0,period_0_00,D
13291,34001,2020-08-02,6,period_23_30,C
13292,34001,2020-08-03,0,period_0_00,C
13293,34001,2020-12-27,6,period_4_30,A
13294,34002,2020-08-02,6,period_23_30,E
13295,34002,2020-08-03,0,period_0_00,C
13296,34003,2020-08-02,6,period_23_30,C
13297,34003,2020-08-03,0,period_0_00,E
13298,34004,2020-08-02,6,period_23_30,C
13299,34004,2020-08-03,0,period_0_00,C
13300,34005,2020-08-02,6,period_23_30,F
13301,34005,2020-08-03,0,period_0_00,D
13302,34005,2020-12-09,2,period_14_00,A
13303,34005,2020-12-09,2,period_14_30,A
13304,34005,2020-12-27,6,period_3_00,A
13305,34005,2020-12-27,6,period_3_30,A
13306,34005,2020-12-28,0,period_5_00,A
13307,34005,2020-12-28,0,period_5_30,A
13308,34005,2020-12-28,0,period_7_30,A
13309,34006,2020-08-02,6,period_23_30,E
13310,34006,2020-08-03,0,period_0_00,C
13311,34007,2020-08-02,6,period_23_30,D
13312,34007,2020-08-03,0,period_0_00,E
13313,34007,2020-12-28,0,period_4_00,A
13314,34007,2020-12-28,0,period_4_30,A
13315,34007,2020-12-28,0,period_6_00,A
13316,34007,2020-12-28,0,period_8_00,A
13317,34008,2020-08-02,6,period_23_30,D
13318,34008,2020-08-03,0,period_0_00,E
13319,34009,2020-08-02,6,period_23_30,C
13320,34009,2020-08-03,0,period_0_00,D
13321,34009,2020-12-02,2,period_4_30,C
13322,34009,2020-12-09,2,period_15_00,A
13323,34009,2020-12-27,6,period_2_30,A
13324,34009,2020-12-27,6,period_3_00,A
13325,34009,2020-12-27,6,period_3_30,A
13326,34009,2020-12-27,6,period_4_00,A
13327,34009,2020-12-27,6,period_4_30,A
13328,34009,2020-12-28,0,period_4_00,A
13329,34009,2020-12-28,0,period_5_00,A
13330,34009,2020-12-28,0,period_6_00,A
13331,34009,2020-12-28,0,period_6_30,A
13332,34009,2020-12-28,0,period_7_00,A
13333,34009,2020-12-28,0,period_7_30,A
13334,34010,2020-08-02,6,period_23_30,E
13335,34010,2020-08-03,0,period_0_00,C
13336,34011,2020-08-02,6,period_23_30,E
13337,34011,2020-08-03,0,period_0_00,D
13338,34011,2020-12-02,2,period_4_30,D
13339,34011,2020-12-09,2,period_14_30,A
13340,34011,2020-12-28,0,period_5_00,A
13341,34012,2020-08-02,6,period_23_30,C
13342,34012,2020-08-03,0,period_0_00,E
13343,34012,2021-01-06,2,period_10_30,F
13344,34013,2020-12-10,3,period_0_30,B
13345,34013,2020-12-19,5,period_10_00,C
13346,34013,2021-03-09,1,period_10_30,B
13347,34013,2021-03-16,1,period_11_00,E
13348,34013,2021-03-31,2,period_0_30,A
13349,34014,2020-12-03,3,period_1_00,A
13350,34015,2020-11-16,0,period_1_30,F
13351,34015,2020-11-20,4,period_2_00,F
13352,34015,2020-12-01,1,period_1_30,E
13353,34015,2020-12-09,2,period_14_00,A
13354,34015,2020-12-15,1,period_1_30,F
13355,34015,2020-12-27,6,period_4_30,A
13356,34015,2020-12-28,0,period_4_30,A
13357,34017,2020-11-19,3,period_2_00,F
13358,34017,2020-12-27,6,period_3_00,A
13359,34017,2020-12-27,6,period_3_30,A
13360,34019,2020-11-16,0,period_1_30,F
13361,34019,2020-11-19,3,period_2_00,F
13362,34019,2020-11-27,4,period_1_30,F
13363,34019,2020-12-01,1,period_1_30,F
13364,34019,2020-12-27,6,period_3_00,A
13365,34019,2020-12-27,6,period_4_00,A
13366,34019,2020-12-28,0,period_4_00,A
13367,34019,2020-12-28,0,period_5_30,A
13368,34019,2020-12-28,0,period_6_30,A
13369,34019,2020-12-28,0,period_7_00,A
13370,34019,2020-12-28,0,period_7_30,A
13371,34020,2020-11-16,0,period_1_30,F
13372,34020,2020-11-17,1,period_1_30,F
13373,34020,2020-12-15,1,period_1_30,F
13374,34020,2020-12-28,0,period_5_00,A
13375,34020,2020-12-28,0,period_6_30,A
13376,34021,2020-11-16,0,period_1_30,F
13377,34021,2020-12-01,1,period_1_30,F
13378,34021,2020-12-27,6,period_3_30,A
13379,34021,2020-12-28,0,period_5_00,A
13380,34021,2020-12-28,0,period_5_30,A
13381,34021,2020-12-28,0,period_6_00,A
13382,34021,2020-12-28,0,period_7_30,A
13383,34021,2021-01-05,1,period_10_00,F
13384,34024,2021-01-05,1,period_10_00,A
13385,34025,2020-12-09,2,period_15_00,A
13386,34025,2020-12-28,0,period_4_30,A
13387,34029,2020-12-28,0,period_5_00,A
13388,34029,2020-12-28,0,period_6_30,A
13389,34029,2020-12-28,0,period_7_00,A
13390,34031,2020-12-27,6,period_3_30,A
13391,34031,2020-12-28,0,period_4_00,A
13392,34031,2020-12-28,0,period_5_30,A
13393,34031,2020-12-28,0,period_7_30,A
13394,34033,2020-12-09,2,period_14_00,A
13395,34033,2020-12-27,6,period_3_00,A
13396,34033,2020-12-27,6,period_3_30,A
13397,34033,2020-12-27,6,period_4_30,A
13398,34033,2020-12-28,0,period_5_00,A
13399,34033,2020-12-28,0,period_5_30,A
13400,34033,2020-12-28,0,period_6_00,A
13401,34033,2020-12-28,0,period_7_30,A
13402,34033,2021-01-05,1,period_10_00,D
13403,34035,2020-11-29,6,period_4_00,A
13404,34039,2020-11-29,6,period_4_00,A
13405,34089,2020-11-29,6,period_4_00,A
13406,34090,2020-11-29,6,period_4_00,A
13407,34114,2020-11-29,6,period_4_00,A
13408,34146,2020-11-29,6,period_3_30,A
13409,34149,2020-11-29,6,period_3_30,A
13410,34150,2020-11-29,6,period_3_30,A
13411,34152,2020-11-29,6,period_3_30,A
13412,34303,2020-11-29,6,period_3_30,A
13413,34304,2020-11-29,6,period_3_30,A
13414,34318,2020-12-30,2,period_12_00,F
13415,34356,2021-01-05,1,period_2_00,A
13416,34356,2021-03-12,4,period_2_00,A
13417,34366,2020-11-29,6,period_3_00,B
13418,34366,2020-12-21,0,period_15_00,B
13419,34366,2020-12-23,2,period_14_30,B
13420,34366,2020-12-23,2,period_15_00,B
13421,34367,2020-12-22,1,period_13_30,B
13422,34367,2020-12-22,1,period_14_00,B
13423,34367,2020-12-22,1,period_15_30,B
13424,34367,2020-12-23,2,period_14_00,B
13425,34367,2020-12-24,3,period_12_00,E
13426,34368,2020-12-24,3,period_12_00,F
13427,34369,2020-12-24,3,period_11_30,F
13428,34369,2020-12-24,3,period_12_00,F
13429,34370,2020-11-28,5,period_14_30,B
13430,34370,2020-12-22,1,period_14_00,B
13431,34370,2020-12-23,2,period_14_30,B
13432,34371,2020-11-29,6,period_3_00,B
13433,34371,2020-12-21,0,period_14_30,B
13434,34371,2020-12-21,0,period_15_00,B
13435,34371,2020-12-21,0,period_15_30,B
13436,34371,2020-12-22,1,period_13_30,B
13437,34371,2020-12-22,1,period_14_30,B
13438,34371,2020-12-22,1,period_15_00,B
13439,34371,2020-12-22,1,period_15_30,B
13440,34371,2020-12-23,2,period_14_00,B
13441,34371,2020-12-23,2,period_15_00,B
13442,34371,2020-12-23,2,period_15_30,B
13443,34372,2020-12-21,0,period_14_30,B
13444,34372,2020-12-21,0,period_15_00,B
13445,34372,2020-12-22,1,period_13_30,B
13446,34372,2020-12-22,1,period_14_00,B
13447,34372,2020-12-22,1,period_15_00,B
13448,34372,2020-12-22,1,period_15_30,B
13449,34372,2020-12-23,2,period_14_00,B
13450,34372,2020-12-23,2,period_14_30,B
13451,34372,2020-12-23,2,period_15_00,B
13452,34373,2020-11-28,5,period_14_30,B
13453,34373,2020-11-29,6,period_3_00,B
13454,34373,2020-12-21,0,period_14_30,B
13455,34373,2020-12-21,0,period_15_00,B
13456,34373,2020-12-21,0,period_15_30,B
13457,34373,2020-12-22,1,period_13_30,B
13458,34373,2020-12-22,1,period_14_00,B
13459,34373,2020-12-22,1,period_14_30,B
13460,34373,2020-12-22,1,period_15_00,B
13461,34373,2020-12-22,1,period_15_30,B
13462,34373,2020-12-23,2,period_14_00,B
13463,34373,2020-12-23,2,period_14_30,B
13464,34373,2020-12-23,2,period_15_00,B
13465,34373,2020-12-23,2,period_15_30,B
13466,34374,2020-12-22,1,period_14_30,B
13467,34375,2020-12-23,2,period_14_30,B
13468,34501,2020-12-25,4,period_8_00,C
13469,34501,2020-12-25,4,period_8_30,A
13470,34503,2020-12-25,4,period_8_00,A
13471,34503,2020-12-25,4,period_8_30,A
13472,34504,2020-12-25,4,period_8_00,B
13473,34507,2020-12-25,4,period_8_30,B
13474,34508,2020-12-25,4,period_8_30,C
13475,34510,2020-12-25,4,period_8_30,F
13476,34511,2020-12-25,4,period_8_30,F
13477,34512,2020-12-25,4,period_8_30,A
13478,34520,2020-12-25,4,period_8_30,A
13479,34523,2020-12-25,4,period_8_30,A
13480,34524,2020-12-25,4,period_8_30,A
13481,34603,2020-11-29,6,period_15_30,A
13482,34604,2020-11-29,6,period_14_00,A
13483,34604,2020-11-29,6,period_14_30,A
13484,34604,2020-11-30,0,period_23_00,A
13485,34604,2020-12-01,1,period_13_30,A
13486,34604,2020-12-01,1,period_15_00,A
13487,34604,2020-12-12,5,period_7_00,A
13488,34604,2020-12-12,5,period_8_00,A
13489,34604,2020-12-12,5,period_8_30,A
13490,34606,2020-11-28,5,period_15_30,A
13491,34606,2020-11-29,6,period_12_30,A
13492,34606,2020-11-29,6,period_2_00,A
13493,34606,2020-11-29,6,period_7_00,A
13494,34606,2020-11-30,0,period_13_30,A
13495,34606,2020-11-30,0,period_14_30,A
13496,34606,2020-12-01,1,period_13_30,A
13497,34606,2020-12-01,1,period_14_30,A
13498,34606,2020-12-01,1,period_15_30,A
13499,34606,2020-12-02,2,period_13_30,A
13500,34606,2020-12-02,2,period_14_00,A
13501,34606,2020-12-02,2,period_15_00,A
13502,34606,2020-12-02,2,period_15_30,A
13503,34606,2020-12-05,5,period_9_30,A
13504,34606,2020-12-06,6,period_13_00,A
13505,34606,2020-12-06,6,period_14_00,A
13506,34606,2020-12-06,6,period_14_30,A
13507,34606,2020-12-06,6,period_15_00,A
13508,34606,2020-12-06,6,period_2_30,A
13509,34606,2020-12-06,6,period_3_00,A
13510,34606,2020-12-06,6,period_3_30,A
13511,34606,2020-12-06,6,period_4_30,A
13512,34606,2020-12-06,6,period_7_00,A
13513,34606,2020-12-06,6,period_8_00,A
13514,34606,2020-12-07,0,period_13_30,A
13515,34606,2020-12-07,0,period_14_00,A
13516,34606,2020-12-07,0,period_14_30,A
13517,34606,2020-12-10,3,period_14_00,A
13518,34606,2020-12-10,3,period_14_30,A
13519,34606,2020-12-10,3,period_15_30,A
13520,34606,2020-12-12,5,period_3_30,A
13521,34606,2020-12-12,5,period_4_00,A
13522,34606,2020-12-12,5,period_5_00,A
13523,34606,2020-12-12,5,period_5_30,A
13524,34606,2020-12-12,5,period_6_00,A
13525,34606,2020-12-12,5,period_7_00,A
13526,34606,2020-12-13,6,period_10_00,A
13527,34606,2020-12-13,6,period_10_30,A
13528,34606,2020-12-13,6,period_12_30,A
13529,34608,2020-11-29,6,period_14_30,A
13530,34608,2020-11-29,6,period_15_30,A
13531,34608,2020-11-30,0,period_23_00,A
13532,34608,2020-12-01,1,period_15_00,A
13533,34608,2020-12-12,5,period_7_00,A
13534,34608,2020-12-12,5,period_8_00,A
13535,34610,2020-11-29,6,period_14_00,A
13536,34610,2020-11-29,6,period_2_00,A
13537,34610,2020-12-13,6,period_12_30,A
13538,34611,2020-12-12,5,period_8_30,A
13539,34612,2020-11-30,0,period_13_30,A
13540,34612,2020-12-02,2,period_13_30,A
13541,34612,2020-12-12,5,period_5_30,A
13542,34612,2020-12-13,6,period_10_00,A
13543,34614,2020-11-28,5,period_15_30,A
13544,34614,2020-11-29,6,period_12_30,A
13545,34614,2020-12-05,5,period_9_30,A
13546,34614,2020-12-06,6,period_8_00,A
13547,34614,2020-12-10,3,period_14_30,A
13548,34614,2020-12-10,3,period_15_30,A
13549,34614,2020-12-12,5,period_5_00,A
13550,34614,2020-12-13,6,period_10_30,A
13551,34616,2020-12-06,6,period_2_30,A
13552,34616,2020-12-06,6,period_7_00,A
13553,34618,2020-12-01,1,period_14_30,A
13554,34618,2020-12-01,1,period_15_30,A
13555,34618,2020-12-07,0,period_13_30,A
13556,34618,2020-12-09,2,period_13_30,A
13557,34618,2020-12-10,3,period_14_00,A
13558,34618,2020-12-12,5,period_6_00,A
13559,34618,2020-12-12,5,period_7_00,A
13560,34619,2020-12-06,6,period_3_30,A
13561,34620,2020-11-29,6,period_7_00,A
13562,34620,2020-11-30,0,period_14_30,A
13563,34620,2020-12-01,1,period_13_30,A
13564,34620,2020-12-02,2,period_14_00,A
13565,34620,2020-12-02,2,period_15_30,A
13566,34620,2020-12-06,6,period_14_00,A
13567,34620,2020-12-06,6,period_14_30,A
13568,34620,2020-12-06,6,period_3_00,A
13569,34620,2020-12-06,6,period_4_30,A
13570,34620,2020-12-07,0,period_14_00,A
13571,34620,2020-12-07,0,period_14_30,A
13572,34620,2020-12-12,5,period_3_30,A
13573,34620,2020-12-12,5,period_4_00,A
13574,34620,2020-12-12,5,period_8_00,A
13575,34621,2020-11-29,6,period_14_30,A
13576,34622,2020-11-30,0,period_23_00,A
13577,34622,2020-12-01,1,period_15_00,A
13578,34622,2020-12-02,2,period_15_00,A
13579,34622,2020-12-06,6,period_13_00,A
13580,34622,2020-12-06,6,period_15_00,A
13581,34624,2020-11-29,6,period_14_00,A
13582,34624,2020-11-29,6,period_15_30,A
13583,34624,2020-11-29,6,period_2_00,A
13584,34624,2020-11-30,0,period_13_30,A
13585,34624,2020-12-12,5,period_5_30,A
13586,34624,2020-12-12,5,period_7_00,A
13587,34624,2020-12-13,6,period_12_30,A
13588,34625,2020-11-29,6,period_12_30,A
13589,34626,2020-11-28,5,period_15_30,A
13590,34626,2020-12-02,2,period_13_30,A
13591,34626,2020-12-12,5,period_5_00,A
13592,34626,2020-12-13,6,period_10_00,A
13593,34626,2020-12-13,6,period_10_30,A
13594,34628,2020-11-29,6,period_7_00,A
13595,34628,2020-12-01,1,period_13_30,A
13596,34628,2020-12-01,1,period_14_30,A
13597,34628,2020-12-01,1,period_15_30,A
13598,34628,2020-12-05,5,period_9_30,A
13599,34628,2020-12-06,6,period_2_30,A
13600,34628,2020-12-06,6,period_7_00,A
13601,34628,2020-12-06,6,period_8_00,A
13602,34628,2020-12-10,3,period_14_00,A
13603,34628,2020-12-10,3,period_14_30,A
13604,34628,2020-12-10,3,period_15_30,A
13605,34628,2020-12-12,5,period_6_00,A
13606,34628,2020-12-12,5,period_7_00,A
13607,34628,2020-12-12,5,period_8_00,A
13608,34628,2020-12-12,5,period_8_30,A
13609,34632,2020-11-29,6,period_14_00,A
13610,34632,2020-11-29,6,period_14_30,A
13611,34632,2020-11-29,6,period_15_30,A
13612,34632,2020-11-29,6,period_2_00,A
13613,34632,2020-11-30,0,period_23_00,A
13614,34632,2020-12-01,1,period_15_00,A
13615,34632,2020-12-07,0,period_13_30,A
13616,34632,2020-12-12,5,period_7_00,A
13617,34632,2020-12-13,6,period_12_30,A
13618,34633,2020-12-02,2,period_15_30,A
13619,34633,2020-12-06,6,period_14_30,A
13620,34634,2020-12-06,6,period_14_00,A
13621,34634,2020-12-06,6,period_4_30,A
13622,34634,2020-12-12,5,period_5_30,A
13623,34635,2020-12-01,1,period_14_30,A
13624,34635,2020-12-06,6,period_7_00,A
13625,34636,2020-11-28,5,period_15_30,A
13626,34636,2020-11-29,6,period_12_30,A
13627,34636,2020-11-30,0,period_13_30,A
13628,34636,2020-12-02,2,period_13_30,A
13629,34636,2020-12-02,2,period_14_00,A
13630,34636,2020-12-02,2,period_15_00,A
13631,34636,2020-12-05,5,period_9_30,A
13632,34636,2020-12-06,6,period_13_00,A
13633,34636,2020-12-06,6,period_15_00,A
13634,34636,2020-12-06,6,period_2_30,A
13635,34636,2020-12-06,6,period_3_00,A
13636,34636,2020-12-06,6,period_3_30,A
13637,34636,2020-12-06,6,period_8_00,A
13638,34636,2020-12-07,0,period_14_00,A
13639,34636,2020-12-07,0,period_14_30,A
13640,34636,2020-12-10,3,period_14_30,A
13641,34636,2020-12-10,3,period_15_30,A
13642,34636,2020-12-12,5,period_4_00,A
13643,34636,2020-12-12,5,period_5_00,A
13644,34636,2020-12-13,6,period_10_00,A
13645,34636,2020-12-13,6,period_10_30,A
13646,34637,2020-12-01,1,period_13_30,A
13647,34638,2020-11-29,6,period_7_00,A
13648,34638,2020-11-30,0,period_14_30,A
13649,34638,2020-12-01,1,period_15_30,A
13650,34638,2020-12-10,3,period_14_00,A
13651,34638,2020-12-12,5,period_6_00,A
13652,34638,2020-12-12,5,period_7_00,A
13653,34640,2020-11-30,0,period_23_00,A
13654,34640,2020-12-12,5,period_3_30,A
13655,34640,2020-12-12,5,period_8_00,A
13656,34641,2020-12-07,0,period_13_30,A
13657,34641,2020-12-09,2,period_13_30,A
13658,34642,2020-11-28,5,period_15_30,A
13659,34642,2020-11-29,6,period_12_30,A
13660,34642,2020-11-29,6,period_14_00,A
13661,34642,2020-11-29,6,period_14_30,A
13662,34642,2020-11-29,6,period_15_30,A
13663,34642,2020-11-29,6,period_2_00,A
13664,34642,2020-11-30,0,period_13_30,A
13665,34642,2020-12-01,1,period_15_00,A
13666,34642,2020-12-02,2,period_13_30,A
13667,34642,2020-12-05,5,period_9_30,A
13668,34642,2020-12-10,3,period_14_30,A
13669,34642,2020-12-10,3,period_15_30,A
13670,34642,2020-12-12,5,period_5_00,A
13671,34642,2020-12-12,5,period_5_30,A
13672,34642,2020-12-12,5,period_7_00,A
13673,34642,2020-12-12,5,period_8_30,A
13674,34642,2020-12-13,6,period_10_00,A
13675,34642,2020-12-13,6,period_12_00,A
13676,34642,2020-12-13,6,period_12_30,A
13677,34643,2020-11-29,6,period_7_00,A
13678,34643,2020-12-02,2,period_15_30,A
13679,34643,2020-12-06,6,period_14_30,A
13680,34644,2020-12-01,1,period_14_30,A
13681,34644,2020-12-01,1,period_15_30,A
13682,34644,2020-12-06,6,period_14_00,A
13683,34644,2020-12-06,6,period_2_30,A
13684,34644,2020-12-06,6,period_4_30,A
13685,34644,2020-12-06,6,period_7_00,A
13686,34644,2020-12-06,6,period_8_00,A
13687,34644,2020-12-12,5,period_6_00,A
13688,34645,2020-11-29,6,period_3_30,A
13689,34697,2020-11-29,6,period_7_00,A
13690,34697,2020-12-01,1,period_14_30,A
13691,34697,2020-12-06,6,period_2_30,A
13692,34697,2020-12-10,3,period_14_00,A
13693,34697,2020-12-10,3,period_14_30,A
13694,34697,2020-12-10,3,period_15_30,A
13695,34697,2020-12-12,5,period_3_30,A
13696,34697,2020-12-12,5,period_6_00,A
13697,34697,2020-12-12,5,period_7_00,A
13698,34705,2020-11-29,6,period_3_30,A
13699,34707,2020-11-29,6,period_3_30,A
13700,34746,2020-11-29,6,period_3_30,A
13701,34755,2020-11-29,6,period_14_00,A
13702,34755,2020-11-29,6,period_14_30,A
13703,34755,2020-11-29,6,period_15_30,A
13704,34755,2020-11-30,0,period_14_30,A
13705,34755,2020-11-30,0,period_23_00,A
13706,34755,2020-12-01,1,period_13_30,A
13707,34755,2020-12-01,1,period_15_00,A
13708,34755,2020-12-12,5,period_7_00,A
13709,34755,2020-12-12,5,period_8_00,A
13710,34756,2020-12-12,5,period_5_30,A
13711,34760,2020-11-29,6,period_14_00,A
13712,34760,2020-11-29,6,period_15_30,A
13713,34760,2020-11-30,0,period_14_30,A
13714,34760,2020-11-30,0,period_23_00,A
13715,34760,2020-12-01,1,period_13_30,A
13716,34760,2020-12-01,1,period_15_00,A
13717,34760,2020-12-12,5,period_8_00,A
13718,34760,2020-12-12,5,period_8_30,A
13719,34802,2020-12-09,2,period_14_00,A
13720,34802,2020-12-09,2,period_15_00,A
13721,34802,2020-12-27,6,period_3_00,A
13722,34802,2020-12-27,6,period_3_30,A
13723,34802,2020-12-27,6,period_4_00,A
13724,34802,2020-12-27,6,period_4_30,A
13725,34803,2020-12-27,6,period_2_30,A
13726,34803,2020-12-28,0,period_5_30,A
13727,34803,2020-12-28,0,period_6_30,A
